case,completed_agents,completion_rps,prefill_compute_tps,prefill_cache_hit_tps,decode_tps,decode_tps_per_gpu,prefill_gpu_busy_fraction,decode_gpu_busy_fraction_per_gpu,decode_running_per_engine,decode_prealloc_per_engine,decode_transfer_per_engine,decode_kv_usage_per_engine,prefill_queue_per_engine,prefill_inflight_per_engine,prompt_prefix_hit_fraction,reverse_reuse_fraction
colocated-4gpu,1465,1.2208318010976935,10067.58538221804,30818.810737199423,4826.223705882133,1206.5559264705332,1.0615324126972179,0.7339608308640722,63.17293233082707,0.0,0.0,0.6862428151727173,0.05733082706766917,0.0,0.9212685288443088,0.5231697866209146
pd-no-reverse-1p3d,471,0.3924996500917415,11547.518169400882,0.0,1729.2356485025107,576.4118828341702,0.9996403674511534,0.9915360085031891,8.924653405666064,34.62989752863171,41.63713080168776,0.9108503609455777,121.19349005424955,1.3110307414104883,0.0,0.0
pd-native-mooncake-1p3d,567,0.47249983111476973,8656.686420662501,5532.7039479738905,1940.8285230368465,646.9428410122822,0.9941156477988214,0.9957996821872771,11.567567567567568,33.56936936936937,40.115315315315314,0.9103532054859489,114.51891891891891,1.6684684684684685,0.6059915537629087,0.3070876505385386
