instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-13279,104,7,7261,7049,7261,212,0,8861,18269
django__django-13297,105,16,10420,9865,10420,555,0,13260,89332
django__django-13315,106,64,25051,22999,25051,2052,0,8367,784091
django__django-13343,107,64,34656,32738,34656,1918,0,22939,1158304
django__django-13344,108,19,17791,17193,17791,598,0,16853,150783
django__django-13346,109,64,25657,23774,25657,1883,0,16201,884089
django__django-13363,110,51,20869,19582,20869,1287,0,5924,586885
django__django-13401,111,64,24957,22761,24957,2196,0,7830,817469
django__django-13406,112,13,9926,9513,9926,413,0,10289,85254
django__django-13410,113,25,10232,9398,10232,834,0,5875,135416
django__django-13417,114,53,23988,22437,23988,1551,0,11633,710196
django__django-13449,115,28,21803,20872,21803,931,0,15803,340907
django__django-13512,116,30,14780,13949,14780,831,0,2874,248508
django__django-13513,117,33,16165,15109,16165,1056,0,6232,184613
django__django-13516,118,64,24148,22284,24148,1864,0,19440,841556
django__django-13551,119,29,19032,18277,19032,755,0,3323,307352
django__django-13568,120,30,7728,6651,7728,1077,0,2687,145904
django__django-13569,121,42,13039,11763,13039,1276,0,6688,269359
django__django-13590,122,43,12086,10898,12086,1188,0,8811,215990
django__django-13658,123,14,13050,12471,13050,579,0,1549,86970
django__django-13670,124,24,14039,13353,14039,686,0,4892,195927
django__django-13741,125,57,31193,29410,31193,1783,0,5895,1027161
django__django-13786,126,64,18831,16731,18831,2100,0,18718,545167
django__django-13794,127,64,24013,22046,24013,1967,0,11990,878541
django__django-13807,128,64,34893,33052,34893,1841,0,14872,988749
django__django-13809,129,28,17989,17188,17989,801,0,5782,240965
django__django-13810,130,30,24394,23428,24394,966,0,14577,270858
django__django-13820,131,53,23173,21436,23173,1737,0,15382,652613
django__django-13821,132,64,37338,35655,37338,1683,0,9249,1258266
django__django-13837,133,25,17381,16498,17381,883,0,18347,226981
django__django-13925,134,64,33293,31264,33293,2029,0,15795,1078989
django__django-13933,135,64,31767,29765,31767,2002,0,9249,1108119
django__django-13964,136,64,28105,26220,28105,1885,0,17591,925193
django__django-14007,137,59,18662,16929,18662,1733,0,12101,511014
django__django-14011,138,48,20537,19158,20537,1379,0,45926,474361
django__django-14017,139,64,21798,19783,21798,2015,0,27696,675942
django__django-14034,140,35,23280,22105,23280,1175,0,28921,375664
django__django-14053,141,50,41031,39362,41031,1669,0,26432,913863
django__django-14089,142,28,12633,11798,12633,835,0,3059,197977
django__django-14122,143,60,24190,22522,24190,1668,0,24421,807870
django__django-14140,144,64,22716,20552,22716,2164,0,13178,621308
django__django-14155,145,64,37182,34926,37182,2256,0,14978,1115134
django__django-14170,146,64,33207,31214,33207,1993,0,13332,851255
django__django-14238,147,64,23987,21861,23987,2126,0,17271,804147
django__django-14311,148,11,9077,8746,9077,331,0,11597,52725
django__django-14315,149,55,22536,20695,22536,1841,0,15236,529352
django__django-14349,150,30,24375,23413,24375,962,0,8835,326839
django__django-14351,151,53,31576,30029,31576,1547,0,11068,863640
django__django-14373,152,24,19934,19215,19934,719,0,3214,216094
django__django-14376,153,64,26746,24800,26746,1946,0,7197,861370
django__django-14404,154,64,35729,33950,35729,1779,0,14954,1016529
django__django-14434,155,64,28443,26375,28443,2068,0,34801,802075
django__django-14493,156,64,32348,30455,32348,1893,0,12619,797532
django__django-14500,157,15,10960,10445,10960,515,0,17179,97808
django__django-14534,158,64,18459,16503,18459,1956,0,16230,637467
django__django-14539,159,8,6755,6489,6755,266,0,14201,25699
django__django-14559,160,48,16904,15374,16904,1530,0,5311,334664
django__django-14580,161,64,40349,38427,40349,1922,0,20802,1373661
django__django-14608,162,64,31558,29656,31558,1902,0,7545,1030598
django__django-14631,163,64,28088,26077,28088,2011,0,20883,1094264
django__django-14672,164,48,30197,28505,30197,1692,0,8053,665141
django__django-14725,165,64,19315,17558,19315,1757,0,17737,705203
django__django-14752,166,19,10115,9697,10115,418,0,2558,109827
django__django-14765,167,36,22074,20658,22074,1416,0,3208,468282
django__django-14771,168,29,10430,9565,10430,865,0,2728,185470
django__django-14787,169,63,31214,29001,31214,2213,0,53587,951342
django__django-14792,170,21,15832,15381,15832,451,0,14756,215000
django__django-14855,171,62,42869,40793,42869,2076,0,13852,1015605
django__django-14915,172,36,21515,20351,21515,1164,0,5205,379403
django__django-14999,173,20,11900,11444,11900,456,0,12147,137724
django__django-15022,174,14,6253,5845,6253,408,0,3703,50477
django__django-15037,175,64,26368,24444,26368,1924,0,12308,1026176
django__django-15098,176,41,20583,19323,20583,1260,0,8510,416679
django__django-15103,177,61,32318,30492,32318,1826,0,20075,881534
django__django-15104,178,25,10568,9913,10568,655,0,2883,112264
django__django-15127,179,40,23935,22926,23935,1009,0,16937,438207
django__django-15128,180,19,7516,6914,7516,602,0,15449,71708
django__django-15161,181,64,17031,14951,17031,2080,0,22494,580423
django__django-15252,182,64,29266,27323,29266,1943,0,16283,840530
django__django-15268,183,30,18697,17593,18697,1104,0,23442,309897
django__django-15277,184,64,22755,21088,22755,1667,0,6874,627107
django__django-15278,185,64,25206,23133,25206,2073,0,25753,942582
django__django-15280,186,64,41526,39297,41526,2229,0,14130,1370806
django__django-15315,187,64,26799,24920,26799,1879,0,9808,632303
django__django-15368,188,64,20693,18734,20693,1959,0,8936,615957
django__django-15375,189,62,25900,23957,25900,1943,0,25290,888492
django__django-15380,190,21,9197,8698,9197,499,0,10544,115501
django__django-15382,191,64,20551,18782,20551,1769,0,14807,611207
django__django-15467,192,60,23886,22038,23886,1848,0,16535,675150
django__django-15499,193,49,24209,22720,24209,1489,0,11271,643537
django__django-15503,194,43,17667,16340,17667,1327,0,18564,429955
django__django-15525,195,22,19532,18894,19532,638,0,27047,278988
django__django-15554,196,64,37655,35706,37655,1949,0,15370,1269271
django__django-15561,197,64,25203,23295,25203,1908,0,11845,862195
django__django-15563,198,31,14188,13292,14188,896,0,13400,214764
django__django-15569,199,17,15078,14710,15078,368,0,9395,117030
django__django-15572,200,64,38759,36398,38759,2361,0,16937,1090023
django__django-15629,201,64,32020,30065,32020,1955,0,12175,1113428
django__django-15695,202,47,25149,23730,25149,1419,0,20257,532541
django__django-15731,203,64,30372,28457,30372,1915,0,7209,820580
django__django-15732,204,16,7323,6840,7323,483,0,5135,56731
django__django-15741,205,32,17454,16608,17454,846,0,7588,364334
django__django-15814,206,64,28586,26553,28586,2033,0,7770,946282
django__django-15851,207,64,27737,25842,27737,1895,0,16246,676953
django__django-15863,208,58,29070,27407,29070,1663,0,12642,980110
django__django-15916,209,14,8567,8230,8567,337,0,11922,75895
django__django-15930,210,64,25708,23809,25708,1899,0,11352,818476
django__django-15957,211,64,32890,30910,32890,1980,0,13939,906106
django__django-15973,212,64,36677,34759,36677,1918,0,21358,1297093
django__django-15987,213,48,22872,21222,22872,1650,0,11645,586776
django__django-16032,214,64,35551,33507,35551,2044,0,21884,1356063
django__django-16082,215,64,36031,34046,36031,1985,0,7096,982079
django__django-16100,216,23,12825,12122,12825,703,0,4347,139353
django__django-16116,217,20,8245,7705,8245,540,0,6619,97205
django__django-16136,218,64,26058,24095,26058,1963,0,18539,882890
django__django-16139,219,19,10747,10244,10747,503,0,8267,138043
django__django-16145,220,64,33119,31130,33119,1989,0,12325,1021535
django__django-16255,221,25,17861,16979,17861,882,0,3108,205189
django__django-16256,222,18,8744,8304,8744,440,0,2872,70632
django__django-16263,223,64,32487,30395,32487,2092,0,12809,870695
django__django-16315,224,38,15858,14687,15858,1171,0,8217,281970
django__django-16333,225,64,30828,28755,30828,2073,0,9865,1029740
django__django-16429,226,64,28633,26656,28633,1977,0,13155,991257
django__django-16454,227,61,31551,29809,31551,1742,0,14019,1066879
django__django-16485,228,55,30322,28452,30322,1870,0,51134,813426
django__django-16493,229,49,27377,25749,27377,1628,0,11929,607921
django__django-16502,230,60,44611,42773,44611,1838,0,20072,1267523
django__django-16527,231,25,15759,14971,15759,788,0,1861,216719
django__django-16560,232,64,54286,52093,54286,2193,0,28385,1815694
django__django-16569,233,3,1079,1043,1079,36,0,306,2295
django__django-16595,234,31,13487,12450,13487,1037,0,9132,256047
django__django-16612,235,64,30423,28416,30423,2007,0,14490,832343
django__django-16631,236,14,5953,5331,5953,622,0,10951,44801
django__django-16642,237,33,18316,17413,18316,903,0,5209,284492
django__django-16661,238,64,38739,36596,38739,2143,0,21655,1068563
django__django-16662,239,64,33643,31809,33643,1834,0,18915,1130859
django__django-16667,240,21,11737,11240,11737,497,0,3591,119257
django__django-16801,241,3,747,667,747,80,0,266,1515
django__django-16819,242,50,27495,25789,27495,1706,0,6612,735719
django__django-16877,243,63,23775,21778,23775,1997,0,7166,659295
django__django-16899,244,51,28389,27026,28389,1363,0,6118,698341
django__django-16901,245,21,5625,5017,5625,608,0,5635,57849
django__django-16938,246,13,13884,13545,13884,339,0,13891,93052
django__django-16950,247,30,32268,31334,32268,934,0,18535,422988
django__django-17029,248,47,18094,16580,18094,1514,0,5433,401774
django__django-17084,249,64,38114,36186,38114,1928,0,22449,1287586
django__django-17087,250,23,16205,15570,16205,635,0,4827,219405
django__django-7530,251,37,12871,11880,12871,991,0,23741,269191
django__django-9296,252,17,10847,10291,10847,556,0,5779,95199
matplotlib__matplotlib-13989,253,49,22400,21020,22400,1380,0,19390,493888
matplotlib__matplotlib-14623,254,45,20336,18804,20336,1532,0,9036,428528
matplotlib__matplotlib-20488,255,64,31240,29036,31240,2204,0,18169,1022152
matplotlib__matplotlib-20676,256,64,31958,30067,31958,1891,0,11707,1101462
matplotlib__matplotlib-20826,257,64,42163,40016,42163,2147,0,13527,1528947
matplotlib__matplotlib-20859,258,54,17037,15294,17037,1743,0,7060,325389
matplotlib__matplotlib-21568,259,56,17674,16093,17674,1581,0,13313,569034
matplotlib__matplotlib-22719,260,52,29101,27362,29101,1739,0,18354,764205
matplotlib__matplotlib-22865,261,55,33101,31510,33101,1591,0,34595,856205
matplotlib__matplotlib-22871,262,64,42253,40433,42253,1820,0,31506,1511885
matplotlib__matplotlib-23299,263,64,34429,32490,34429,1939,0,31427,917053
matplotlib__matplotlib-23314,264,64,17706,15786,17706,1920,0,9310,531818
matplotlib__matplotlib-23412,265,64,15430,13479,15430,1951,0,9899,484998
matplotlib__matplotlib-23476,266,47,23972,22746,23972,1226,0,26427,425572
matplotlib__matplotlib-24026,267,64,37347,35394,37347,1953,0,24493,1054243
matplotlib__matplotlib-24149,268,62,20957,18950,20957,2007,0,9209,712349
matplotlib__matplotlib-24177,269,23,16763,15924,16763,839,0,12426,198395
matplotlib__matplotlib-24570,270,8,3395,3188,3395,207,0,12684,14915
matplotlib__matplotlib-24627,271,64,21345,19466,21345,1879,0,8654,557153
matplotlib__matplotlib-24637,272,64,16913,15095,16913,1818,0,5827,505169
matplotlib__matplotlib-24870,273,27,15073,14361,15073,712,0,5416,222049
matplotlib__matplotlib-24970,274,44,12318,10987,12318,1331,0,24157,256094
matplotlib__matplotlib-25122,275,21,12387,11745,12387,642,0,4719,127651
matplotlib__matplotlib-25287,276,41,17808,16528,17808,1280,0,6175,319696
matplotlib__matplotlib-25311,277,64,27075,25023,27075,2052,0,8085,828419
matplotlib__matplotlib-25332,278,12,5364,4945,5364,419,0,9606,28980
matplotlib__matplotlib-25479,279,59,24004,22556,24004,1448,0,32896,737092
matplotlib__matplotlib-25775,280,64,30312,28138,30312,2174,0,13899,893160
matplotlib__matplotlib-25960,281,64,25129,23142,25129,1987,0,12830,734441
matplotlib__matplotlib-26113,282,22,11505,10694,11505,811,0,2852,169457
matplotlib__matplotlib-26208,283,43,21877,20602,21877,1275,0,13117,491765
matplotlib__matplotlib-26291,284,47,16646,15379,16646,1267,0,22781,493702
matplotlib__matplotlib-26342,285,64,26143,24276,26143,1867,0,12237,860255
matplotlib__matplotlib-26466,286,64,22882,20873,22882,2009,0,12053,795234
mwaskom__seaborn-3069,287,64,30213,28208,30213,2005,0,11224,1080965
mwaskom__seaborn-3187,288,64,20765,18818,20765,1947,0,10010,628445
pallets__flask-5014,289,28,12666,11858,12666,808,0,2089,174458
psf__requests-1142,290,20,11445,10832,11445,613,0,5049,131445
psf__requests-1724,291,64,38121,36248,38121,1873,0,11499,1467625
psf__requests-1766,292,64,17049,15149,17049,1900,0,6713,579097
psf__requests-1921,293,64,28256,26523,28256,1733,0,13299,889504
psf__requests-2317,294,64,18207,16001,18207,2206,0,10855,437343
psf__requests-2931,295,50,18637,16954,18637,1683,0,11034,475021
psf__requests-5414,296,10,4433,4117,4433,316,0,9636,25745
psf__requests-6028,297,44,23289,21843,23289,1446,0,26551,552249
pydata__xarray-2905,298,43,15688,14442,15688,1246,0,13756,303432
pydata__xarray-3095,299,64,36521,34797,36521,1724,0,12467,1039337
pydata__xarray-3151,300,30,12606,11848,12606,758,0,9761,219262
pydata__xarray-3305,301,64,33440,31415,33440,2025,0,9827,1005664
pydata__xarray-3677,302,20,11076,10598,11076,478,0,3619,119236
pydata__xarray-3993,303,63,24167,21958,24167,2209,0,7876,680871
pydata__xarray-4075,304,21,10858,10146,10858,712,0,4210,113514
pydata__xarray-4094,305,29,12959,12137,12959,822,0,8255,188255
pydata__xarray-4356,306,64,33817,32048,33817,1769,0,36489,895001
pydata__xarray-4629,307,7,3740,3537,3740,203,0,858,12252
pydata__xarray-4687,308,64,20577,18526,20577,2051,0,11529,656673
pydata__xarray-4695,309,35,17946,16846,17946,1100,0,32256,334490
pydata__xarray-4966,310,17,9263,8748,9263,515,0,4283,94383
pydata__xarray-6461,311,47,16452,14983,16452,1469,0,12650,363524
pydata__xarray-6599,312,38,21857,20840,21857,1017,0,17053,385569
pydata__xarray-6721,313,43,20630,19459,20630,1171,0,10144,526998
pydata__xarray-6744,314,27,12653,11922,12653,731,0,26658,187949
pydata__xarray-6938,315,64,34316,32652,34316,1664,0,31477,1193740
pydata__xarray-6992,316,64,23902,21784,23902,2118,0,32617,702494
pydata__xarray-7229,317,64,30989,29045,30989,1944,0,26714,1060365
pydata__xarray-7233,318,29,10967,10147,10967,820,0,8703,184599
pydata__xarray-7393,319,57,21846,20014,21846,1832,0,15384,589590
pylint-dev__pylint-4551,320,64,49985,47955,49985,2030,0,17996,1630529
pylint-dev__pylint-4604,321,64,17113,15116,17113,1997,0,12292,498521
pylint-dev__pylint-4661,322,16,11780,11201,11780,579,0,3098,107844
pylint-dev__pylint-4970,323,41,21096,19841,21096,1255,0,19770,437096
pylint-dev__pylint-6386,324,64,25083,23276,25083,1807,0,9594,786363
pylint-dev__pylint-6528,325,64,22290,20298,22290,1992,0,9362,819410
pylint-dev__pylint-6903,326,64,37624,35611,37624,2013,0,29315,1054456
pylint-dev__pylint-7080,327,64,44573,42433,44573,2140,0,36928,1462877
pylint-dev__pylint-7277,328,54,56007,54281,56007,1726,0,21266,1559879
pylint-dev__pylint-8898,329,40,24621,23329,24621,1292,0,14656,545389
pytest-dev__pytest-10051,330,23,10365,9712,10365,653,0,3334,141629
pytest-dev__pytest-10081,331,64,26701,24648,26701,2053,0,15050,910349
pytest-dev__pytest-10356,332,24,20252,19488,20252,764,0,3854,276700
pytest-dev__pytest-5262,333,17,6937,6445,6937,492,0,3909,75097
pytest-dev__pytest-5631,334,56,24998,22844,24998,2154,0,9014,649894
pytest-dev__pytest-5787,335,64,42567,40787,42567,1780,0,22206,1360967
pytest-dev__pytest-5809,336,13,4182,3938,4182,244,0,890,30678
pytest-dev__pytest-5840,337,64,25791,23721,25791,2070,0,23733,936575
pytest-dev__pytest-6197,338,19,11056,10490,11056,566,0,16648,124400
pytest-dev__pytest-6202,339,55,15372,13540,15372,1832,0,5339,405004
pytest-dev__pytest-7205,340,12,5827,5523,5827,304,0,1770,47043
pytest-dev__pytest-7236,341,21,14018,13323,14018,695,0,11159,179010
pytest-dev__pytest-7324,342,36,12990,11989,12990,1001,0,19016,171774
pytest-dev__pytest-7432,343,17,11165,10612,11165,553,0,9995,86365
pytest-dev__pytest-7490,344,37,24480,23274,24480,1206,0,20749,547552
pytest-dev__pytest-7521,345,43,18270,16910,18270,1360,0,16972,481118
pytest-dev__pytest-7571,346,62,32572,30522,32572,2050,0,13963,967420
pytest-dev__pytest-7982,347,41,14583,13027,14583,1556,0,3456,310519
pytest-dev__pytest-8399,348,64,21287,18962,21287,2325,0,7040,876647
scikit-learn__scikit-learn-10297,349,64,25115,23013,25115,2102,0,8593,808923
scikit-learn__scikit-learn-10844,350,49,21943,20512,21943,1431,0,17327,469431
scikit-learn__scikit-learn-10908,351,37,10089,8873,10089,1216,0,12220,221097
scikit-learn__scikit-learn-11310,352,51,46461,44735,46461,1726,0,9895,1588925
scikit-learn__scikit-learn-11578,353,19,15084,14416,15084,668,0,7089,170284
scikit-learn__scikit-learn-12585,354,7,2540,2336,2540,204,0,4646,11052
scikit-learn__scikit-learn-12682,355,64,25008,23142,25008,1866,0,10483,853680
scikit-learn__scikit-learn-12973,356,30,10770,9856,10770,914,0,4828,139026
scikit-learn__scikit-learn-13124,357,7,12286,12152,12286,134,0,10876,53054
scikit-learn__scikit-learn-13135,358,10,7462,7217,7462,245,0,1669,49766
scikit-learn__scikit-learn-13142,359,20,13752,13174,13752,578,0,14744,180152
scikit-learn__scikit-learn-13328,360,64,22898,21166,22898,1732,0,15668,879154
scikit-learn__scikit-learn-13439,361,47,21049,19509,21049,1540,0,5272,564409
scikit-learn__scikit-learn-13496,362,64,34408,32498,34408,1910,0,7490,1288488
scikit-learn__scikit-learn-13779,363,15,6556,6110,6556,446,0,1832,57948
scikit-learn__scikit-learn-14053,364,5,5591,5535,5591,56,0,9002,17303
scikit-learn__scikit-learn-14087,365,4,3793,3727,3793,66,0,8644,7185
scikit-learn__scikit-learn-14141,366,6,2141,2026,2141,115,0,432,6365
scikit-learn__scikit-learn-14496,367,13,3893,3513,3893,380,0,1211,24117
scikit-learn__scikit-learn-14629,368,49,14870,13409,14870,1461,0,12128,366678
scikit-learn__scikit-learn-14710,369,21,9724,9149,9724,575,0,6506,139772
scikit-learn__scikit-learn-14894,370,20,7830,7063,7830,767,0,8047,88982
scikit-learn__scikit-learn-14983,371,64,19640,17539,19640,2101,0,13538,583096
scikit-learn__scikit-learn-15100,372,44,16052,14815,16052,1237,0,14301,282612
scikit-learn__scikit-learn-25102,373,40,53324,52129,53324,1195,0,31904,923276
scikit-learn__scikit-learn-25232,374,27,16489,15687,16489,802,0,4215,243049
scikit-learn__scikit-learn-25747,375,12,12770,12387,12770,383,0,4882,78690
scikit-learn__scikit-learn-25931,376,24,7812,7031,7812,781,0,15920,94660
scikit-learn__scikit-learn-25973,377,64,25308,23152,25308,2156,0,21209,883164
scikit-learn__scikit-learn-26194,378,41,19034,17597,19034,1437,0,40337,413658
scikit-learn__scikit-learn-26323,379,18,6938,6307,6938,631,0,3326,69338
scikit-learn__scikit-learn-9288,380,57,27906,26009,27906,1897,0,45928,948226
sphinx-doc__sphinx-10323,381,8,7654,7431,7654,223,0,11500,38566
sphinx-doc__sphinx-10435,382,22,6015,5345,6015,670,0,9075,72959
sphinx-doc__sphinx-10449,383,61,30234,28195,30234,2039,0,41211,901850
sphinx-doc__sphinx-10466,384,23,22452,21704,22452,748,0,3849,294004
sphinx-doc__sphinx-10614,385,25,11986,11226,11986,760,0,17078,195602
sphinx-doc__sphinx-10673,386,64,25482,23329,25482,2153,0,14763,1013898
sphinx-doc__sphinx-11445,387,33,17229,16316,17229,913,0,5927,281229
sphinx-doc__sphinx-11510,388,4,4433,4320,4433,113,0,689,10705
sphinx-doc__sphinx-7440,389,64,27263,25346,27263,1917,0,14104,830079
sphinx-doc__sphinx-7454,390,64,32128,30186,32128,1942,0,25674,1063104
sphinx-doc__sphinx-7462,391,46,18408,16991,18408,1417,0,19473,413864
sphinx-doc__sphinx-7590,392,25,13983,13088,13983,895,0,8029,191647
sphinx-doc__sphinx-7748,393,47,26430,25203,26430,1227,0,21711,481150
sphinx-doc__sphinx-7757,394,34,11793,10701,11793,1092,0,11641,179729
sphinx-doc__sphinx-7889,395,64,31529,29402,31529,2127,0,15907,930345
sphinx-doc__sphinx-7910,396,64,41634,39704,41634,1930,0,34148,1311458
sphinx-doc__sphinx-7985,397,44,15200,13719,15200,1481,0,8125,354208
sphinx-doc__sphinx-8035,398,27,11875,11058,11875,817,0,4598,190563
sphinx-doc__sphinx-8056,399,43,20201,18965,20201,1236,0,28771,520169
sphinx-doc__sphinx-8120,400,19,12622,12089,12622,533,0,16697,124430
sphinx-doc__sphinx-8265,401,64,44512,42449,44512,2063,0,20266,1455840
sphinx-doc__sphinx-8269,402,15,6989,6514,6989,475,0,6303,67277
sphinx-doc__sphinx-8459,403,64,31587,29666,31587,1921,0,8798,874659
sphinx-doc__sphinx-8475,404,31,13265,12348,13265,917,0,6003,218257
sphinx-doc__sphinx-8548,405,43,22558,21141,22558,1417,0,8825,496798
sphinx-doc__sphinx-8551,406,64,37944,35649,37944,2295,0,24087,1264312
