case,completed_agents,completion_rps,prefill_compute_tps,prefill_cache_hit_tps,decode_tps,decode_tps_per_gpu,prefill_gpu_busy_fraction,prefill_gpu_busy_fraction_per_gpu,decode_gpu_busy_fraction_per_gpu,prefill_gpu_active_tps,decode_gpu_active_tps,decode_running_per_engine,decode_prealloc_per_engine,decode_transfer_per_engine,decode_kv_usage_per_engine,prefill_kv_usage_per_engine,prefill_queue_per_engine,prefill_inflight_per_engine,prompt_prefix_hit_fraction,engine_cache_fraction,reverse_reuse_fraction,mooncake_resident_mean_fraction,mooncake_resident_max_fraction,mooncake_eviction_successes,mooncake_evicted_gb
pd-no-reverse-2p2d,846,0.7049994545642781,22798.36083817453,0.0,2765.1021983174187,1382.5510991587093,1.9318092704095176,0.9659046352047588,0.9991286538983233,11801.558874050535,1383.756830278441,49.550632911392405,61.85262206148282,16.40596745027125,0.8885770049374844,0.068386651435268,12.756781193490054,1.22875226039783,0.0,0.0,0.0,0.0,0.0,0,0.0
pd-native-mooncake-2p2d,831,0.6924993785183245,8349.111397040426,13834.43393724274,2794.6441340907136,1397.3220670453568,0.9574190736411364,0.4787095368205682,0.9969886358244628,8720.435624170439,1401.542622288605,68.39150090415913,55.98191681735985,3.182640144665461,0.8792590572863901,0.057337783757633654,0.5705244122965641,2.088607594936709,0.7749527161529565,0.6236349388148773,0.014989542949404829,0.8071162790697675,0.85,46,1009.72
