instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
sphinx-doc__sphinx-8035,398,33,13870,9203,10158,955,3712,6447,186414
sphinx-doc__sphinx-8056,399,26,19731,10993,11667,674,8064,4392,206355
sphinx-doc__sphinx-8120,400,64,97268,50334,52020,1686,45248,31615,1904756
sphinx-doc__sphinx-8265,401,64,44776,21503,23656,2153,21120,12053,821736
sphinx-doc__sphinx-8269,402,64,46030,31659,33422,1763,12608,23581,987790
sphinx-doc__sphinx-8459,403,64,62431,26902,28831,1929,33600,16351,850399
sphinx-doc__sphinx-8475,404,27,24060,15991,16828,837,7232,13155,197948
sphinx-doc__sphinx-8548,405,35,20685,19594,20557,963,128,5963,403469
sphinx-doc__sphinx-8551,406,64,117750,39775,41910,2135,75840,11244,1463286
sphinx-doc__sphinx-8593,407,60,23358,18900,20798,1898,2560,19256,588222
sphinx-doc__sphinx-8595,408,64,29317,19937,21957,2020,7360,10212,571973
sphinx-doc__sphinx-8621,409,60,62537,38878,40649,1771,21888,14461,1121801
sphinx-doc__sphinx-8638,410,40,22050,17135,18466,1331,3584,15892,393890
sphinx-doc__sphinx-8721,411,19,9117,7863,8477,614,640,1845,103133
sphinx-doc__sphinx-9229,412,64,62859,24683,26443,1760,36416,17120,846475
sphinx-doc__sphinx-9230,413,33,15359,13426,14463,1037,896,12860,259391
sphinx-doc__sphinx-9258,414,64,28737,26882,28865,1983,-128,14238,980993
sphinx-doc__sphinx-9281,415,42,16520,12238,13832,1594,2688,6598,291848
sphinx-doc__sphinx-9320,416,11,8563,7920,8243,323,320,10056,59379
sphinx-doc__sphinx-9367,417,20,14739,14111,14739,628,0,2364,138643
sphinx-doc__sphinx-9461,418,35,18607,13204,14127,923,4480,7901,249775
sphinx-doc__sphinx-9591,419,21,15687,11604,12295,691,3392,5557,131143
sphinx-doc__sphinx-9602,420,64,44991,31262,33023,1761,11968,19701,1231807
sphinx-doc__sphinx-9658,421,43,21705,17730,19145,1415,2560,13276,443337
sphinx-doc__sphinx-9673,422,15,8806,8088,8486,398,320,15662,72550
sphinx-doc__sphinx-9698,423,39,22581,19347,20469,1122,2112,7836,415989
sphinx-doc__sphinx-9711,424,33,24150,19971,20822,851,3328,5316,274454
sympy__sympy-11618,425,20,11779,6092,6659,567,5120,4650,90499
sympy__sympy-12096,426,64,25162,21420,23114,1694,2048,19811,672458
sympy__sympy-12419,427,64,26782,25230,26910,1680,-128,18652,802782
sympy__sympy-12481,428,64,23176,20017,22024,2007,1152,9800,836424
sympy__sympy-12489,429,64,40004,36988,38788,1800,1216,27387,1362628
sympy__sympy-13031,430,35,13395,12376,13523,1147,-128,20638,208339
sympy__sympy-13091,431,64,41755,22903,24987,2084,16768,12801,696731
sympy__sympy-13372,432,39,20166,13155,14406,1251,5760,8115,241926
sympy__sympy-13480,433,11,3002,2745,3130,385,-128,2876,15034
sympy__sympy-13551,434,8,6191,5745,5999,254,192,12483,28399
sympy__sympy-13615,435,64,48229,23079,25253,2174,22976,33696,714085
sympy__sympy-13647,436,59,55158,34540,36278,1738,18880,27576,1082294
sympy__sympy-13757,437,64,25249,17829,19617,1788,5632,27559,647777
sympy__sympy-13798,438,53,15221,13792,15349,1557,-128,8999,337077
sympy__sympy-13852,439,25,17122,11934,12834,900,4288,6486,208418
sympy__sympy-13877,440,64,91591,48248,50311,2063,41280,19880,1526791
sympy__sympy-13878,441,64,34793,19632,21545,1913,13248,11238,652713
sympy__sympy-13974,442,64,40397,32372,34189,1817,6208,31699,1062093
sympy__sympy-14248,443,64,53388,21323,23308,1985,30080,13953,776396
sympy__sympy-14531,444,64,25827,23452,25635,2183,192,12282,676131
sympy__sympy-14711,445,51,41421,20368,22157,1789,19264,17497,535693
sympy__sympy-14976,446,54,31516,23551,24988,1437,6528,9679,733020
sympy__sympy-15017,447,64,26204,14797,16796,1999,9408,15168,492508
sympy__sympy-15345,448,64,20417,13700,15745,2045,4672,19649,445185
sympy__sympy-15349,449,8,3655,3348,3527,179,128,3586,18567
sympy__sympy-15599,450,20,8993,8547,9121,574,-128,3376,113441
sympy__sympy-15809,451,41,20315,19256,20443,1187,-128,9458,392795
sympy__sympy-15875,452,64,23433,18689,20617,1928,2816,19856,497609
sympy__sympy-15976,453,55,26194,22193,23890,1697,2304,26225,743826
sympy__sympy-16450,454,64,27801,23564,25497,1933,2304,16268,703961
sympy__sympy-16597,455,64,24215,19931,22103,2172,2112,13542,712983
sympy__sympy-16766,456,38,17627,12829,13979,1150,3648,5150,298203
sympy__sympy-16792,457,28,24849,23404,24209,805,640,12181,436689
sympy__sympy-16886,458,22,7899,7206,7771,565,128,2548,98075
sympy__sympy-17139,459,49,34565,22094,23557,1463,11008,10259,500869
sympy__sympy-17318,460,44,19052,17796,19180,1384,-128,3627,442284
sympy__sympy-17630,461,64,52298,31767,33674,1907,18624,22001,1085514
sympy__sympy-17655,462,50,19493,14174,15589,1415,3904,13389,384933
sympy__sympy-18189,463,41,19980,16920,18188,1268,1792,10675,360460
sympy__sympy-18199,464,46,37445,15445,16837,1392,20608,15750,388421
sympy__sympy-18211,465,36,12999,9551,10695,1144,2304,6736,187079
sympy__sympy-18698,466,22,14824,13724,14376,652,448,17843,199080
sympy__sympy-18763,467,36,12074,9162,10346,1184,1728,7109,187562
sympy__sympy-19040,468,64,57414,28542,30534,1992,26880,20572,904198
sympy__sympy-19346,469,64,28227,18976,21059,2083,7168,18578,669635
sympy__sympy-19495,470,64,39103,22612,24639,2027,14464,21518,718143
sympy__sympy-19637,471,33,9042,8232,9170,938,-128,7920,178450
sympy__sympy-19783,472,64,28917,21960,24117,2157,4800,16767,835701
sympy__sympy-19954,473,46,50181,27942,29509,1567,20672,24470,508613
sympy__sympy-20154,474,62,27555,23259,25315,2056,2240,11935,660067
sympy__sympy-20428,475,47,15638,14529,15766,1237,-128,15880,423510
sympy__sympy-20438,476,64,30917,24114,25989,1875,4928,24765,896453
sympy__sympy-20590,477,11,5545,5057,5353,296,192,9688,39913
sympy__sympy-20801,478,64,22695,19351,21223,1872,1472,34197,661799
sympy__sympy-20916,479,60,31471,17520,19375,1855,12096,18762,564591
sympy__sympy-21379,480,62,43686,23835,26086,2251,17600,25186,701670
sympy__sympy-21596,481,13,9757,8882,9309,427,448,4529,71645
sympy__sympy-21612,482,14,10802,10423,10930,507,-128,10041,70066
sympy__sympy-21847,483,38,36181,22923,24149,1226,12032,12148,522325
sympy__sympy-21930,484,39,25381,12704,13669,965,11712,8201,281637
sympy__sympy-22080,485,47,28571,21489,22939,1450,5632,15029,534107
sympy__sympy-22456,486,64,23931,16250,18363,2113,5568,17411,594043
sympy__sympy-22714,487,64,52126,38270,39966,1696,12160,19546,712542
sympy__sympy-22914,488,64,33153,23647,25473,1826,7680,12746,775233
sympy__sympy-23262,489,52,26230,16980,18678,1698,7552,11556,387702
sympy__sympy-23413,490,13,9236,9037,9364,327,-128,16994,74004
sympy__sympy-23534,491,64,29071,19338,21007,1669,8064,39866,660751
sympy__sympy-23824,492,19,15887,8699,9359,660,6528,14041,105999
sympy__sympy-23950,493,52,12865,10751,12353,1602,512,10135,250817
sympy__sympy-24066,494,45,24714,14809,16202,1393,8512,24529,422218
sympy__sympy-24213,495,33,18071,12158,13335,1177,4736,5877,238295
sympy__sympy-24443,496,64,49189,27022,29093,2071,20096,39930,833445
sympy__sympy-24539,497,64,45255,27397,29383,1986,15872,20363,804103
sympy__sympy-24562,498,16,4224,3909,4352,443,-128,7168,36160
sympy__sympy-24661,499,64,25700,13865,15780,1915,9920,14045,481636
