instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-11292,44,64,50916,28375,30308,1933,20608,9423,885028
django__django-11299,45,25,22465,16119,16769,650,5696,8837,237505
django__django-11333,46,6,9426,4842,4946,104,4480,12774,16722
django__django-11400,47,64,23146,21033,23018,1985,128,11266,648042
django__django-11433,48,61,32691,19711,21683,1972,11008,35479,700467
django__django-11451,49,34,16058,13982,15226,1244,832,3681,254778
django__django-11477,50,64,196102,38054,40262,2208,155840,14441,1349638
django__django-11490,51,52,33276,17460,19004,1544,14272,29443,438012
django__django-11532,52,64,87013,38745,40933,2188,46080,20328,1380261
django__django-11551,53,49,62331,28747,30267,1520,32064,15226,805947
django__django-11555,54,64,87109,26571,28677,2106,58432,19797,910021
django__django-11603,55,35,28741,25157,26117,960,2624,4633,482821
django__django-11728,56,6,4500,4030,4180,150,320,11897,12436
django__django-11734,57,64,100465,37102,39089,1987,61376,13289,1334513
django__django-11740,58,32,22275,21500,22403,903,-128,3408,336963
django__django-11749,59,64,52189,32512,34653,2141,17536,17139,975517
django__django-11790,60,64,87053,30654,32589,1935,54464,14516,1087501
django__django-11815,61,64,48528,37458,39632,2174,8896,11373,1474384
django__django-11820,62,3,1165,1108,1165,57,0,316,1869
django__django-11848,63,44,37512,18511,19912,1401,17600,17001,377544
django__django-11880,64,53,19547,11753,13339,1586,6208,6393,299099
django__django-11885,65,64,111157,37782,39541,1759,71616,15279,1148277
django__django-11951,66,64,24063,17957,19903,1946,4160,12401,580223
django__django-11964,67,41,37522,19467,20754,1287,16768,6233,337490
django__django-11999,68,63,60090,25857,28026,2169,32064,5983,877562
django__django-12039,69,64,61046,30044,32054,2010,28992,17406,1153782
django__django-12050,70,64,24268,20087,22028,1941,2240,8790,635404
django__django-12125,71,10,10547,9589,9843,254,704,9122,46387
django__django-12143,72,49,15747,11510,12995,1485,2752,4832,321859
django__django-12155,73,41,19629,17211,18541,1330,1088,29716,402861
django__django-12193,74,55,61826,37731,39298,1567,22528,25762,976386
django__django-12209,75,9,6013,5734,6013,279,0,9823,26365
django__django-12262,76,64,37374,28685,30654,1969,6720,18341,1009086
django__django-12273,77,10,10372,6156,6404,248,3968,9140,32900
django__django-12276,78,30,20826,10107,11162,1055,9664,21487,186906
django__django-12304,79,64,41733,33833,35653,1820,6080,20031,809797
django__django-12308,80,43,49135,16860,18031,1171,31104,4654,453359
django__django-12325,81,15,10503,4201,4679,478,5824,1261,44295
django__django-12406,82,40,32862,18491,19614,1123,13248,11277,482014
django__django-12419,83,44,35929,18698,20249,1551,15680,3029,472985
django__django-12663,84,64,48286,27038,29022,1984,19264,27255,1013598
django__django-12708,85,64,65556,36365,38292,1927,27264,24834,976148
django__django-12713,86,64,35219,29918,31891,1973,3328,18177,824723
django__django-12741,87,58,70113,23337,25377,2040,44736,6216,665761
django__django-12754,88,64,81510,36348,38374,2026,43136,13395,1285414
django__django-12774,89,64,60355,32679,34627,1948,25728,10312,942979
django__django-12858,90,22,16802,9025,9570,545,7232,9816,124642
django__django-12965,91,64,37382,33573,35590,2017,1792,10415,1141766
django__django-13012,92,64,32639,27433,29439,2006,3200,11413,943167
django__django-13023,93,64,30816,21284,23328,2044,7488,8224,673440
django__django-13028,94,64,126125,63375,65581,2206,60544,16119,1478509
django__django-13033,95,47,66974,22737,24222,1485,42752,22454,613406
django__django-13089,96,33,11451,9087,9851,764,1600,4107,141563
django__django-13109,97,48,84678,29647,31110,1463,53568,13370,703558
django__django-13112,98,20,25492,12643,13268,625,12224,12100,142036
django__django-13121,99,64,37410,26484,28706,2222,8704,15108,812962
django__django-13128,100,9,5232,5146,5360,214,-128,4991,23024
django__django-13158,101,64,108375,30243,32087,1844,76288,21768,1047511
django__django-13195,102,64,43058,29836,31858,2022,11200,12538,1132082
django__django-13212,103,64,35575,20715,22775,2060,12800,12117,847031
django__django-13279,104,51,44235,25799,27403,1604,16832,30094,733195
django__django-13297,105,64,52644,25503,27620,2117,25024,8590,1140452
django__django-13315,106,64,62180,22990,24804,1814,37376,7152,832036
django__django-13343,107,26,18087,14313,15143,830,2944,5217,217959
django__django-13344,108,6,10815,6710,6847,137,3968,8753,15423
django__django-13346,109,52,51210,20064,21834,1770,29376,12948,642570
django__django-13363,110,64,91604,36163,38356,2193,53248,17237,1053140
django__django-13401,111,64,25565,18273,20189,1916,5376,9367,589853
django__django-13406,112,52,67291,24788,26331,1543,40960,16645,652123
django__django-13410,113,37,30609,13980,15057,1077,15552,9600,257233
django__django-13417,114,64,43756,35302,37612,2310,6144,12803,1344364
django__django-13449,115,64,65998,34299,36238,1939,29760,27407,1238606
django__django-13512,116,63,35975,32866,34631,1765,1344,7173,1165895
django__django-13513,117,20,11058,8637,9202,565,1856,3778,109426
django__django-13516,118,42,24266,12619,13770,1151,10496,3747,354826
django__django-13551,119,49,25468,20999,22396,1397,3072,5901,481084
django__django-13568,120,38,57690,29020,30170,1150,27520,9927,529050
django__django-13569,121,58,33691,26066,27867,1801,5824,15295,817115
django__django-13590,122,64,20157,16368,18365,1997,1792,13195,473277
django__django-13658,123,44,31942,13434,14790,1356,17152,5688,333830
django__django-13670,124,24,25113,14713,15449,736,9664,6026,199641
django__django-13741,125,47,15773,12368,13853,1485,1920,3966,377053
django__django-13786,126,64,38878,25458,27550,2092,11328,19715,748638
django__django-13794,127,64,45778,27487,29330,1843,16448,17502,855122
django__django-13807,128,64,46343,25448,27463,2015,18880,11254,678023
django__django-13809,129,64,34463,28223,30239,2016,4224,11329,940639
django__django-13810,130,30,40237,22727,23661,934,16576,7472,331629
django__django-13820,131,22,15773,14640,15261,621,512,7921,151133
django__django-13821,132,55,27295,14179,15775,1596,11520,6454,493279
django__django-13837,133,18,9955,9543,10083,540,-128,3988,95523
django__django-13925,134,64,51259,25148,27131,1983,24128,15834,881915
django__django-13933,135,64,34000,30446,32400,1954,1600,13214,1133840
django__django-13964,136,39,24263,22209,23175,966,1088,24473,496775
django__django-14007,137,64,21817,16913,19001,2088,2816,8512,475705
django__django-14011,138,18,9338,6262,6778,516,2560,18816,79290
django__django-14017,139,32,12476,11321,12028,707,448,18196,237500
django__django-14034,140,4,2957,2945,3085,140,-128,9224,5645
django__django-14053,141,64,31422,29485,31550,2065,-128,29037,995966
django__django-14089,142,18,17891,14177,14691,514,3200,4399,141027
django__django-14122,143,64,39355,29984,32059,2075,7296,9960,1072315
django__django-14140,144,64,47719,31905,33767,1862,13952,18243,965479
django__django-14155,145,58,40646,19686,21766,2080,18880,23257,570822
django__django-14170,146,39,14761,11790,12905,1115,1856,9617,257961
django__django-14238,147,64,21597,17304,19357,2053,2240,9544,602397
django__django-14311,148,54,31422,17062,18750,1688,12672,22454,530494
django__django-14315,149,23,12335,6346,7087,741,5248,7596,87791
django__django-14349,150,36,20323,19433,20451,1018,-128,12750,446627
django__django-14351,151,52,30861,22780,24333,1553,6528,19402,692493
django__django-14373,152,10,13289,6633,6953,320,6336,1218,47785
django__django-14376,153,14,13300,5741,6132,391,7168,1213,54644
django__django-14404,154,43,32867,15829,17187,1358,15680,6736,367459
django__django-14434,155,64,32357,17282,18981,1699,13376,30421,636389
django__django-14493,156,30,25166,14060,15118,1058,10048,8281,211982
django__django-14500,157,47,43507,22982,24499,1517,19008,26796,560947
django__django-14534,158,64,32607,24920,26911,1991,5696,18810,947551
django__django-14539,159,4,3991,3861,3927,66,64,8488,6551
django__django-14559,160,64,56533,37609,39701,2092,16832,10127,1345621
django__django-14580,161,64,99076,35558,37764,2206,61312,15660,1168196
django__django-14608,162,64,69118,23227,25534,2307,43584,5683,1070270
django__django-14631,163,54,163362,44425,45922,1497,117440,44175,1265826
django__django-14672,164,64,77665,35553,37409,1856,40256,11987,1220641
django__django-14725,165,64,53124,36928,38788,1860,14336,25442,1144132
django__django-14752,166,25,14899,14309,15027,718,-128,2762,185587
django__django-14765,167,32,20769,14816,15905,1089,4864,2840,258209
django__django-14771,168,27,21315,16650,17475,825,3840,9486,221763
django__django-14787,169,64,52381,31405,33501,2096,18880,33543,1111517
django__django-14792,170,64,49768,26277,28072,1795,21696,35814,1103336
django__django-14855,171,64,50213,39649,41509,1860,8704,8256,1124837
django__django-14915,172,30,18127,8295,9295,1000,8832,5310,116559
django__django-14999,173,32,22522,16740,17594,854,4928,6678,268410
django__django-15022,174,21,15393,14865,15521,656,-128,5609,183649
django__django-15037,175,64,46580,30000,31988,1988,14592,28827,1074996
django__django-15098,176,64,37185,30546,32641,2095,4544,21358,1018753
django__django-15103,177,31,28095,12417,13183,766,14912,3561,210751
django__django-15104,178,35,17091,15127,16067,940,1024,3830,292419
django__django-15127,179,37,48554,25767,26922,1155,21632,19184,377770
django__django-15128,180,56,228323,68129,69731,1602,158592,34643,1924579
django__django-15161,181,25,12395,11862,12523,661,-128,4343,175403
django__django-15252,182,34,24193,18663,19841,1178,4352,8780,338753
django__django-15268,183,27,14882,13577,14434,857,448,10489,258786
django__django-15277,184,41,54417,21374,22417,1043,32000,3599,523537
django__django-15278,185,64,67580,29452,31164,1712,36416,12067,1097532
django__django-15280,186,64,92763,40665,42587,1922,50176,11804,1513243
django__django-15315,187,64,20144,18300,20272,1972,-128,16009,586160
django__django-15368,188,28,29269,20209,21141,932,8128,3744,270869
django__django-15375,189,64,65459,26651,28595,1944,36864,15187,847027
django__django-15380,190,19,8880,8402,9008,606,-128,4810,89840
django__django-15382,191,64,66280,29668,31784,2116,34496,24053,1037288
django__django-15467,192,64,32921,29410,31577,2167,1344,13122,908953
django__django-15499,193,64,81451,38099,40107,2008,41344,14948,1307499
django__django-15503,194,16,9523,9217,9651,434,-128,13221,78899
django__django-15525,195,5,9556,9568,9684,116,-128,8937,23252
django__django-15554,196,64,68068,34786,36644,1858,31424,18598,1064996
django__django-15561,197,64,98795,29043,30955,1912,67840,13777,1150635
django__django-15563,198,58,59646,26351,28286,1935,31360,14759,781758
django__django-15569,199,50,58937,27018,28281,1263,30656,22567,633657
django__django-15572,200,26,20169,15527,16329,802,3840,4241,184073
django__django-15629,201,31,63958,23478,24406,928,39552,11377,350294
django__django-15695,202,34,22669,17608,18701,1093,3968,23848,296589
django__django-15731,203,64,36347,26190,28283,2093,8064,11181,806651
django__django-15732,204,64,27580,19986,22012,2026,5568,19558,720252
django__django-15741,205,64,20575,18461,20511,2050,64,11039,765791
django__django-15814,206,43,24330,22907,24458,1551,-128,5833,532234
django__django-15851,207,63,72594,34183,36178,1995,36416,16329,907602
django__django-15863,208,64,42877,28578,30589,2011,12288,21567,983037
django__django-15916,209,42,36304,29346,30544,1198,5760,9892,654096
django__django-15930,210,51,55305,27705,29257,1552,26048,13304,877321
django__django-15957,211,51,29217,18348,19681,1333,9536,10506,526113
django__django-15973,212,3,3301,3372,3429,57,-128,494,7845
django__django-15987,213,32,23651,13216,14243,1027,9408,6621,258659
django__django-16032,214,60,36582,23735,25574,1839,11008,33729,886310
django__django-16082,215,64,54884,27124,29028,1904,25856,8687,948708
django__django-16100,216,30,22679,21418,22359,941,320,4631,309143
django__django-16116,217,64,32519,25717,27847,2130,4672,21489,822343
django__django-16136,218,42,38332,26371,27516,1145,10816,10248,442940
django__django-16139,219,64,63906,30079,32162,2083,31744,10179,1036322
django__django-16145,220,37,27635,17536,18803,1267,8832,9191,286707
django__django-16255,221,15,11461,5963,6405,442,5056,2283,55877
django__django-16256,222,51,22319,19542,20975,1433,1344,10888,586799
django__django-16263,223,64,68463,41021,42927,1906,25536,17647,1554927
django__django-16315,224,45,25698,14169,15458,1289,10240,11951,440418
django__django-16333,225,64,47111,24400,26247,1847,20864,11410,992775
django__django-16429,226,30,13164,11860,12588,728,576,5146,168556
django__django-16454,227,64,85805,43996,46061,2065,39744,49269,1358061
django__django-16485,228,27,13998,13091,13998,907,0,6279,195502
django__django-16493,229,64,40307,32555,34675,2120,5632,12443,1166067
django__django-16502,230,41,35921,16107,17489,1382,18432,10861,447953
django__django-16527,231,28,26568,16481,17352,871,9216,3183,231880
django__django-16560,232,64,58030,30102,31918,1816,26112,9011,1108398
django__django-16569,233,38,13008,10697,12048,1351,960,5414,178448
django__django-16595,234,20,11583,11076,11711,635,-128,10526,151871
django__django-16612,235,64,32003,26843,28611,1768,3392,12224,823171
django__django-16631,236,64,43203,29020,31107,2087,12096,21303,1050371
django__django-16642,237,47,24374,18310,19766,1456,4608,8154,499958
django__django-16661,238,48,29382,25396,27014,1618,2368,9704,639110
django__django-16662,239,64,59217,26424,28497,2073,30720,13844,916177
django__django-16667,240,36,18330,16308,17306,998,1024,7627,288730
django__django-16801,241,3,619,667,747,80,-128,266,1515
django__django-16819,242,64,88930,37403,39458,2055,49472,10643,1095138
django__django-16877,243,64,29136,24504,26512,2008,2624,16915,731088
django__django-16899,244,57,30401,28453,30145,1692,256,8155,757377
django__django-16901,245,15,10643,5944,6355,411,4288,2625,46675
django__django-16938,246,64,65452,29500,31276,1776,34176,18331,958764
django__django-16950,247,35,30758,26557,27558,1001,3200,29737,511398
django__django-17029,248,54,57010,13996,15730,1734,41280,4071,392818
django__django-17084,249,30,21000,12151,13064,913,7936,8364,183752
django__django-17087,250,55,33339,31795,33467,1672,-128,17827,911739
django__django-7530,251,64,39031,34851,36791,1940,2240,9798,1033783
django__django-9296,252,31,47100,24181,25084,903,22016,4871,293372
matplotlib__matplotlib-13989,253,12,7836,7588,7964,376,-128,9923,36764
matplotlib__matplotlib-14623,254,50,29036,14024,15532,1508,13504,25133,393260
matplotlib__matplotlib-20488,255,60,98267,31220,32987,1767,65280,18738,1146139
matplotlib__matplotlib-20676,256,51,67242,22273,23914,1641,43328,15797,677738
matplotlib__matplotlib-20826,257,32,17538,16831,17666,835,-128,3797,353794
matplotlib__matplotlib-20859,258,21,6865,6482,6993,511,-128,2078,54545
matplotlib__matplotlib-21568,259,32,42673,22497,23537,1040,19136,19469,338033
matplotlib__matplotlib-22719,260,17,19465,7945,8521,576,10944,4414,97673
matplotlib__matplotlib-22865,261,26,20515,15216,16099,883,4416,16007,203875
matplotlib__matplotlib-22871,262,20,12245,11729,12373,644,-128,8848,142613
matplotlib__matplotlib-23299,263,21,8233,7670,8361,691,-128,14394,72617
matplotlib__matplotlib-23314,264,36,12589,8747,9837,1090,2752,3585,161645
matplotlib__matplotlib-23412,265,64,20281,16875,18937,2062,1344,10019,647161
matplotlib__matplotlib-23476,266,63,35115,22464,24619,2155,10496,29046,784747
matplotlib__matplotlib-24026,267,64,52754,32386,34322,1936,18432,21451,938194
matplotlib__matplotlib-24149,268,29,37284,11972,12900,928,24384,4487,189924
matplotlib__matplotlib-24177,269,23,13469,12177,12829,652,640,13162,169693
matplotlib__matplotlib-24570,270,13,5336,5145,5464,319,-128,19801,37272
matplotlib__matplotlib-24627,271,23,6425,5836,6553,717,-128,3691,77337
matplotlib__matplotlib-24637,272,18,13038,6620,7278,658,5760,1620,68654
matplotlib__matplotlib-24870,273,24,14966,13503,14390,887,576,5450,206646
matplotlib__matplotlib-24970,274,24,7118,6654,7246,592,-128,19812,88462
matplotlib__matplotlib-25122,275,4,2395,2108,2203,95,192,9049,6171
matplotlib__matplotlib-25287,276,36,34799,14455,15599,1144,19200,5465,221167
matplotlib__matplotlib-25311,277,64,61794,23981,26018,2037,35776,13477,757026
matplotlib__matplotlib-25332,278,50,38390,21251,22774,1523,15616,28478,519798
matplotlib__matplotlib-25479,279,64,47437,27496,29517,2021,17920,30603,1040781
matplotlib__matplotlib-25775,280,64,33292,25038,26828,1790,6464,11335,934092
matplotlib__matplotlib-25960,281,63,32614,27752,29670,1918,2944,15236,881702
matplotlib__matplotlib-26113,282,22,24305,8940,9649,709,14656,5878,129969
matplotlib__matplotlib-26208,283,64,52951,36132,38103,1971,14848,13986,1069527
matplotlib__matplotlib-26291,284,24,15154,14433,15154,721,0,7627,232498
matplotlib__matplotlib-26342,285,64,40870,21783,23654,1871,17216,10783,792358
matplotlib__matplotlib-26466,286,49,67824,17563,18864,1301,48960,7310,454192
mwaskom__seaborn-3069,287,64,69288,41158,43240,2082,26048,14475,1742888
mwaskom__seaborn-3187,288,32,29414,14966,16102,1136,13312,8693,281574
pallets__flask-5014,289,24,11605,10981,11733,752,-128,2093,139349
psf__requests-1142,290,64,65673,33217,35145,1928,30528,22347,1031433
psf__requests-1724,291,64,23964,20614,22492,1878,1472,18675,889756
psf__requests-1766,292,26,18492,10718,11516,798,6976,3513,132476
psf__requests-1921,293,39,71984,22264,23280,1016,48704,8029,452848
psf__requests-2317,294,48,24531,12062,13267,1205,11264,15384,314067
psf__requests-2931,295,22,7825,7262,7953,691,-128,3777,89489
psf__requests-5414,296,50,27295,16863,18271,1408,9024,21152,410207
psf__requests-6028,297,64,31846,20402,22502,2100,9344,13289,588454
pydata__xarray-2905,298,58,21871,15927,17775,1848,4096,17370,504623
pydata__xarray-3095,299,57,72259,17986,19907,1921,52352,14242,602947
pydata__xarray-3151,300,64,93688,38157,40248,2091,53440,22064,1242936
pydata__xarray-3305,301,64,43216,32036,34256,2220,8960,7835,1046544
pydata__xarray-3677,302,44,26471,17315,18727,1412,7744,8283,388583
pydata__xarray-3993,303,58,37526,19896,21718,1822,15808,8224,614870
pydata__xarray-4075,304,21,30267,13605,14139,534,16128,4254,158011
pydata__xarray-4094,305,64,97588,38639,40820,2181,56768,14400,1085300
pydata__xarray-4356,306,64,42065,20341,22545,2204,19520,18847,650769
pydata__xarray-4629,307,5,3494,3560,3622,62,-128,959,9894
pydata__xarray-4687,308,64,33282,22223,24258,2035,9024,13514,905410
pydata__xarray-4695,309,4,3749,3794,3877,83,-128,8813,10789
pydata__xarray-4966,310,14,10081,9113,9505,392,576,3448,78049
pydata__xarray-6461,311,64,45992,21657,23848,2191,22144,16648,742760
pydata__xarray-6599,312,64,29945,26826,28729,1903,1216,27072,997881
pydata__xarray-6721,313,4,3972,4065,4100,35,-128,559,14084
pydata__xarray-6744,314,27,13383,12761,13511,750,-128,10657,197191
pydata__xarray-6938,315,64,33862,28951,30918,1967,2944,18935,908998
pydata__xarray-6992,316,62,80869,26340,28261,1921,52608,15002,679397
pydata__xarray-7229,317,24,26861,17526,18349,823,8512,11363,222701
pydata__xarray-7233,318,40,37216,22680,23840,1160,13376,20667,407584
pydata__xarray-7393,319,56,47568,18314,19856,1542,27712,12217,577424
pylint-dev__pylint-4551,320,64,79006,35286,37406,2120,41600,9837,1401438
pylint-dev__pylint-4604,321,47,20783,16518,17903,1385,2880,8738,442095
pylint-dev__pylint-4661,322,9,4629,4557,4757,200,-128,2484,27541
pylint-dev__pylint-4970,323,64,60797,18850,20861,2011,39936,12182,705853
pylint-dev__pylint-6386,324,64,37352,19340,21544,2204,15808,8974,685608
pylint-dev__pylint-6528,325,27,44391,14519,15463,944,28928,12054,190503
pylint-dev__pylint-6903,326,56,55619,31954,33603,1649,22016,15827,817347
pylint-dev__pylint-7080,327,64,53540,29322,31268,1946,22272,20144,1398948
pylint-dev__pylint-7277,328,53,27697,26512,27825,1313,-128,9699,857969
pylint-dev__pylint-8898,329,64,37733,31410,33381,1971,4352,10953,1061157
pytest-dev__pytest-10051,330,58,36747,20507,22219,1712,14528,9142,598859
pytest-dev__pytest-10081,331,64,35333,20111,22085,1974,13248,12614,683205
pytest-dev__pytest-10356,332,64,88614,41161,43238,2077,45376,23021,1563750
pytest-dev__pytest-5262,333,64,28469,11886,13749,1863,14720,11477,441653
pytest-dev__pytest-5631,334,6,4978,4255,4466,211,512,940,20018
pytest-dev__pytest-5787,335,64,80425,59161,61225,2064,19200,41421,1599529
pytest-dev__pytest-5809,336,10,3413,3237,3541,304,-128,710,19285
pytest-dev__pytest-5840,337,33,22670,11669,12558,889,10112,16097,210190
pytest-dev__pytest-6197,338,58,30026,24234,26058,1824,3968,23734,852618
pytest-dev__pytest-6202,339,40,13745,10452,11761,1309,1984,3209,246065
pytest-dev__pytest-7205,340,16,12600,10984,11512,528,1088,10666,83192
pytest-dev__pytest-7236,341,64,46577,24733,26673,1940,19904,8040,907761
pytest-dev__pytest-7324,342,17,12602,12182,12730,548,-128,2533,78650
pytest-dev__pytest-7432,343,28,12553,11543,12425,882,128,23605,201801
pytest-dev__pytest-7490,344,16,23253,16907,17365,458,5888,15060,176469
pytest-dev__pytest-7521,345,64,45464,30121,32024,1903,13440,9062,930904
pytest-dev__pytest-7571,346,43,39537,20199,21553,1354,17984,8626,402865
pytest-dev__pytest-7982,347,64,57801,26487,28297,1810,29504,12178,939849
pytest-dev__pytest-8399,348,30,14015,10064,11071,1007,2944,2951,203903
scikit-learn__scikit-learn-10297,349,27,13264,9756,10640,884,2624,5112,187792
scikit-learn__scikit-learn-10844,350,31,35535,16134,16847,713,18688,6765,275663
scikit-learn__scikit-learn-10908,351,17,9182,6104,6622,518,2560,4356,69278
scikit-learn__scikit-learn-11310,352,64,40577,33022,35137,2115,5440,9992,1331713
scikit-learn__scikit-learn-11578,353,54,37200,35412,37328,1916,-128,13980,1123472
scikit-learn__scikit-learn-12585,354,16,6519,5771,6199,428,320,2892,44791
scikit-learn__scikit-learn-12682,355,64,32975,27452,29199,1747,3776,10399,1046159
scikit-learn__scikit-learn-12973,356,43,14554,7493,8986,1493,5568,7526,194970
scikit-learn__scikit-learn-13124,357,16,13591,12978,13591,613,0,16210,125591
scikit-learn__scikit-learn-13135,358,22,19027,13255,13907,652,5120,4441,169811
scikit-learn__scikit-learn-13142,359,26,18211,15122,16035,913,2176,20413,252771
scikit-learn__scikit-learn-13328,360,29,44290,15048,15938,890,28352,4471,264770
scikit-learn__scikit-learn-13439,361,64,45437,19552,21501,1949,23936,6570,764221
scikit-learn__scikit-learn-13496,362,51,46912,25595,27264,1669,19648,5831,763072
scikit-learn__scikit-learn-13779,363,3,3494,3277,3366,89,128,8327,4006
scikit-learn__scikit-learn-14053,364,32,22195,18136,19187,1051,3008,17240,345267
scikit-learn__scikit-learn-14087,365,7,5388,5347,5516,169,-128,17591,20876
scikit-learn__scikit-learn-14141,366,11,3031,2870,3159,289,-128,611,17751
scikit-learn__scikit-learn-14496,367,9,3746,2088,2338,250,1408,1143,12770
scikit-learn__scikit-learn-14629,368,23,14613,7542,8149,607,6464,3939,95253
scikit-learn__scikit-learn-14710,369,41,32256,26863,28224,1361,4032,14567,503424
scikit-learn__scikit-learn-14894,370,49,37058,21316,22786,1470,14272,11885,479298
scikit-learn__scikit-learn-14983,371,64,28168,16458,18376,1918,9792,14218,563208
scikit-learn__scikit-learn-15100,372,17,7028,6672,7156,484,-128,3339,54580
scikit-learn__scikit-learn-25102,373,32,117839,33280,34255,975,83584,35126,571407
scikit-learn__scikit-learn-25232,374,29,25806,13222,14222,1000,11584,4363,236110
scikit-learn__scikit-learn-25747,375,42,60421,36859,38149,1290,22272,12464,791941
scikit-learn__scikit-learn-25931,376,39,24325,13260,14597,1337,9728,22959,243909
scikit-learn__scikit-learn-25973,377,12,11432,10496,10856,360,576,10687,76456
scikit-learn__scikit-learn-26194,378,31,23414,13513,14390,877,9024,11938,197494
scikit-learn__scikit-learn-26323,379,20,16978,8875,9426,551,7552,3350,105618
scikit-learn__scikit-learn-9288,380,33,23189,17735,18837,1102,4352,14081,358293
sphinx-doc__sphinx-10323,381,64,41362,28302,30226,1924,11136,29256,1033618
sphinx-doc__sphinx-10435,382,64,36220,29108,31100,1992,5120,22479,875644
sphinx-doc__sphinx-10449,383,32,24279,11882,12823,941,11456,15138,228183
sphinx-doc__sphinx-10466,384,12,13799,13492,13927,435,-128,10650,85543
sphinx-doc__sphinx-10614,385,18,13886,12432,13054,622,832,20188,153342
sphinx-doc__sphinx-10673,386,56,26014,21762,23134,1372,2880,11866,785246
sphinx-doc__sphinx-11445,387,64,26731,21159,23147,1988,3584,14336,688043
sphinx-doc__sphinx-11510,388,34,28082,18289,19378,1089,8704,13546,374386
sphinx-doc__sphinx-7440,389,64,41917,21300,23293,1993,18624,14569,567229
sphinx-doc__sphinx-7454,390,13,11010,5692,6082,390,4928,1462,52610
sphinx-doc__sphinx-7462,391,37,21609,19962,21097,1135,512,8981,350313
sphinx-doc__sphinx-7590,392,46,18432,13802,15360,1558,3072,14548,363008
sphinx-doc__sphinx-7748,393,64,76633,33498,35289,1791,41344,23492,918681
sphinx-doc__sphinx-7757,394,16,8706,4682,5122,440,3584,12458,33730
sphinx-doc__sphinx-7889,395,63,32966,24606,26566,1960,6400,34428,740358
sphinx-doc__sphinx-7910,396,51,53423,46298,47663,1365,5760,26211,1189167
sphinx-doc__sphinx-7985,397,64,41148,14931,17084,2153,24064,19662,598012
