instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
sphinx-doc__sphinx-10673,386,64,27931,26081,27931,1850,0,12665,1124251
sphinx-doc__sphinx-11445,387,6,2207,2184,2207,23,0,506,10015
sphinx-doc__sphinx-11510,388,4,6097,4320,4433,113,1664,587,10705
sphinx-doc__sphinx-7440,389,64,32263,28041,30471,2430,1792,9553,939783
sphinx-doc__sphinx-7454,390,30,52788,14871,15668,797,37120,13969,298420
sphinx-doc__sphinx-7462,391,34,10061,8592,9485,893,576,4602,143629
sphinx-doc__sphinx-7590,392,37,20274,17671,18738,1067,1536,13613,393522
sphinx-doc__sphinx-7748,393,64,40057,27581,29881,2300,10176,16246,770233
sphinx-doc__sphinx-7757,394,33,21210,10307,11354,1047,9856,8744,162778
sphinx-doc__sphinx-7889,395,64,33164,26035,27916,1881,5248,17533,757644
sphinx-doc__sphinx-7910,396,31,20270,19414,20270,856,0,26060,321838
sphinx-doc__sphinx-7985,397,18,10330,9219,9754,535,576,7642,108186
sphinx-doc__sphinx-8035,398,64,18661,16422,18405,1983,256,16341,552549
sphinx-doc__sphinx-8056,399,64,37930,29206,31210,2004,6720,14114,1147626
sphinx-doc__sphinx-8120,400,64,38254,26664,28654,1990,9600,24332,893038
sphinx-doc__sphinx-8265,401,64,47108,25432,27396,1964,19712,16310,839684
sphinx-doc__sphinx-8269,402,56,53860,41298,42916,1618,10944,22618,1183012
sphinx-doc__sphinx-8459,403,33,23446,19750,20566,816,2880,6115,372694
sphinx-doc__sphinx-8475,404,44,28631,23963,25175,1212,3456,7997,471639
sphinx-doc__sphinx-8548,405,52,55034,25050,26682,1632,28352,8204,539386
sphinx-doc__sphinx-8551,406,20,21028,11672,12516,844,8512,3154,149284
sphinx-doc__sphinx-8593,407,64,29513,26812,28617,1805,896,22530,923657
sphinx-doc__sphinx-8595,408,21,8583,7806,8583,777,0,7840,100103
sphinx-doc__sphinx-8621,409,64,55499,53850,55499,1649,0,41367,1963467
sphinx-doc__sphinx-8638,410,64,35179,32225,34091,1866,1088,16870,1133099
sphinx-doc__sphinx-8721,411,19,19132,11626,12220,594,6912,3560,133308
sphinx-doc__sphinx-9229,412,64,25514,22103,23978,1875,1536,18039,763882
sphinx-doc__sphinx-9230,413,27,21665,16900,17825,925,3840,2600,265569
sphinx-doc__sphinx-9258,414,64,41793,36826,38657,1831,3136,16055,1264193
sphinx-doc__sphinx-9281,415,47,19101,17309,18781,1472,320,10218,504861
sphinx-doc__sphinx-9320,416,28,19819,11226,12075,849,7744,12946,223339
sphinx-doc__sphinx-9367,417,35,22997,12820,13845,1025,9152,3408,252245
sphinx-doc__sphinx-9461,418,53,21800,17470,19112,1642,2688,12789,501544
sphinx-doc__sphinx-9591,419,8,4161,4020,4161,141,0,618,16385
sphinx-doc__sphinx-9602,420,48,29817,15752,17337,1585,12480,17520,403705
sphinx-doc__sphinx-9658,421,64,21155,19114,21155,2041,0,15950,692579
sphinx-doc__sphinx-9673,422,64,45561,38430,40441,2011,5120,13133,1187769
sphinx-doc__sphinx-9698,423,38,16103,14941,16103,1162,0,9893,290087
sphinx-doc__sphinx-9711,424,39,24260,16648,17732,1084,6528,5335,309956
sympy__sympy-11618,425,53,21045,19636,21045,1409,0,12472,510965
sympy__sympy-12096,426,30,8230,7229,8230,1001,0,8448,120998
sympy__sympy-12419,427,64,29568,27523,29568,2045,0,17694,1004160
sympy__sympy-12481,428,26,14581,13206,14069,863,512,7019,224309
sympy__sympy-12489,429,64,48980,33850,35988,2138,12992,20408,1222356
sympy__sympy-13031,430,46,15056,13431,15056,1625,0,13496,331920
sympy__sympy-13091,431,64,51667,25167,27219,2052,24448,13082,735443
sympy__sympy-13372,432,13,5927,3824,4263,439,1664,1930,28391
sympy__sympy-13480,433,42,18128,15014,16144,1130,1984,17356,286480
sympy__sympy-13551,434,64,28237,26294,28237,1943,0,41177,913037
sympy__sympy-13615,435,10,4205,3859,4205,346,0,2862,19309
sympy__sympy-13647,436,28,13230,12244,13230,986,0,23257,164526
sympy__sympy-13757,437,41,21567,20138,21567,1429,0,23736,469055
sympy__sympy-13798,438,19,6735,6232,6735,503,0,3558,63823
sympy__sympy-13852,439,57,36894,16652,18526,1874,18368,8658,640990
sympy__sympy-13877,440,18,11892,11350,11892,542,0,13550,88244
sympy__sympy-13878,441,57,24782,23065,24782,1717,0,13781,655950
sympy__sympy-13974,442,61,28379,26535,28379,1844,0,31939,905051
sympy__sympy-14248,443,60,27189,15742,17461,1719,9728,22507,522869
sympy__sympy-14531,444,64,26804,20472,22324,1852,4480,10490,726452
sympy__sympy-14711,445,8,7285,3233,3509,276,3776,9727,16053
sympy__sympy-14976,446,64,51156,32985,35220,2235,15936,13482,1298836
sympy__sympy-15017,447,46,20325,12690,14053,1363,6272,7490,264101
sympy__sympy-15345,448,64,16455,14641,16455,1814,0,17337,448711
sympy__sympy-15349,449,23,15658,14948,15658,710,0,12038,159850
sympy__sympy-15599,450,64,50669,45196,47277,2081,3392,33004,1402221
sympy__sympy-15809,451,40,17500,16425,17500,1075,0,8449,343516
sympy__sympy-15875,452,55,26565,17276,18949,1673,7616,28005,442437
sympy__sympy-15976,453,12,6556,3731,4124,393,2432,10418,25564
sympy__sympy-16450,454,64,33924,18246,20548,2302,13376,8604,614788
sympy__sympy-16597,455,64,19445,15307,17141,1834,2304,12215,549429
sympy__sympy-16766,456,50,21066,19532,21066,1534,0,5839,606154
sympy__sympy-16792,457,64,43521,34584,36609,2025,6912,13941,1393537
sympy__sympy-16886,458,13,6168,5842,6168,326,0,1147,47704
sympy__sympy-17139,459,34,17272,16209,17272,1063,0,5987,255864
sympy__sympy-17318,460,64,20403,18361,20403,2042,0,20119,621171
sympy__sympy-17630,461,49,19431,16608,18215,1607,1216,16119,489063
sympy__sympy-17655,462,64,16781,14626,16781,2155,0,20471,570189
sympy__sympy-18189,463,33,15635,14690,15635,945,0,9709,277523
sympy__sympy-18199,464,41,18237,15337,16253,916,1984,13799,342205
sympy__sympy-18211,465,32,8577,7646,8577,931,0,4740,124353
sympy__sympy-18698,466,19,6842,6243,6842,599,0,16634,69946
sympy__sympy-18763,467,58,19658,17424,19146,1722,512,12614,514314
sympy__sympy-19040,468,64,28980,27061,28980,1919,0,19847,810356
sympy__sympy-19346,469,44,15768,14155,15512,1357,256,11923,304920
sympy__sympy-19495,470,3,3428,3346,3428,82,0,8668,5092
sympy__sympy-19637,471,62,21906,19672,21906,2234,0,14756,668626
sympy__sympy-19783,472,56,20945,19299,20945,1646,0,15739,597521
sympy__sympy-19954,473,15,8396,7960,8396,436,0,16571,50380
sympy__sympy-20154,474,46,21643,20242,21643,1401,0,10761,381195
sympy__sympy-20428,475,52,22570,20998,22570,1572,0,19853,569322
sympy__sympy-20438,476,64,18359,16138,18359,2221,0,26952,628599
sympy__sympy-20590,477,64,20885,18776,20885,2109,0,16704,758485
sympy__sympy-20801,478,64,19224,17195,19224,2029,0,29501,527640
sympy__sympy-20916,479,64,21575,19814,21575,1761,0,18079,669831
sympy__sympy-21379,480,64,25353,23475,25353,1878,0,21056,772937
sympy__sympy-21596,481,38,14638,13524,14638,1114,0,25280,313198
sympy__sympy-21612,482,64,30906,29027,30906,1879,0,25445,1153338
sympy__sympy-21847,483,21,19466,18817,19466,649,0,7327,214218
sympy__sympy-21930,484,64,18414,13617,15726,2109,2688,15238,529582
sympy__sympy-22080,485,64,24169,22142,24169,2027,0,17142,849449
sympy__sympy-22456,486,64,19462,17427,19462,2035,0,16846,632262
sympy__sympy-22714,487,25,9988,9263,9988,725,0,7758,115524
sympy__sympy-22914,488,47,19302,18062,19302,1240,0,7064,418790
sympy__sympy-23262,489,30,18780,17992,18780,788,0,14221,370652
sympy__sympy-23413,490,45,26261,24848,26261,1413,0,41934,517397
sympy__sympy-23534,491,43,14568,10698,11880,1182,2688,9445,213288
sympy__sympy-23824,492,24,10746,9894,10746,852,0,9298,147450
sympy__sympy-23950,493,64,14969,12856,14969,2113,0,19436,483833
sympy__sympy-24066,494,21,7368,6631,7368,737,0,16042,92040
sympy__sympy-24213,495,50,18486,17107,18486,1379,0,13198,446198
sympy__sympy-24443,496,25,9607,8852,9607,755,0,12845,111623
sympy__sympy-24539,497,25,7269,6728,7269,541,0,6001,81765
sympy__sympy-24562,498,22,6905,6205,6905,700,0,16067,84665
sympy__sympy-24661,499,64,24575,22364,24575,2211,0,19597,651135
