instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-11119,32,64,152013,23127,25101,1974,126912,15152,786445
django__django-11133,33,61,118888,25350,27240,1890,91648,7210,837992
django__django-11138,34,43,143497,30071,31689,1618,111808,17433,795465
django__django-11141,35,25,43554,9461,10274,813,33280,11415,140770
django__django-11149,36,64,84910,33091,34926,1835,49984,30396,1055726
django__django-11163,37,19,43780,12302,12996,694,30784,3902,124420
django__django-11179,38,63,164529,40367,42161,1794,122368,21307,1290545
django__django-11206,39,39,54272,42600,43648,1048,10624,34373,864832
django__django-11211,40,64,220143,38947,40879,1932,179264,23954,1288879
django__django-11239,41,19,57033,17984,18505,521,38528,2684,154953
django__django-11265,42,40,60920,16894,18296,1402,42624,8527,473016
django__django-11276,43,32,30681,13557,14489,932,16192,5771,241817
django__django-11292,44,64,113427,18371,20307,1936,93120,7922,786195
django__django-11299,45,35,140780,25873,26924,1051,113856,9154,492652
django__django-11333,46,13,25496,7459,7832,373,17664,15295,61208
django__django-11400,47,36,84232,13889,15048,1159,69184,11217,272904
django__django-11433,48,64,64510,25897,27838,1941,36672,24424,777214
django__django-11451,49,38,129686,20337,21398,1061,108288,5696,426454
django__django-11477,50,57,172631,30067,31767,1700,140864,7294,1035415
django__django-11490,51,28,50191,10232,11151,919,39040,16934,142479
django__django-11532,52,21,29179,7525,8187,662,20992,4708,122171
django__django-11551,53,64,146021,26645,28517,1872,117504,11265,883109
django__django-11555,54,64,47877,35865,38085,2220,9792,19169,1051909
django__django-11603,55,41,54034,20040,21458,1418,32576,4977,375826
django__django-11728,56,7,3433,3121,3369,248,64,14140,13545
django__django-11734,57,64,185403,46203,48443,2240,136960,17806,1473723
django__django-11740,58,47,168437,44329,45813,1484,122624,6970,939573
django__django-11749,59,64,198221,34582,36493,1911,161728,14948,1110157
django__django-11790,60,64,115190,24457,26614,2157,88576,13358,883766
django__django-11815,61,50,155898,37951,39546,1595,116352,14490,1083898
django__django-11820,62,64,134704,22504,24752,2248,109952,22294,758960
django__django-11848,63,32,26967,14879,15959,1080,11008,17666,235863
django__django-11880,64,54,88383,17777,19391,1614,68992,6561,477439
django__django-11885,65,55,172998,78333,80006,1673,92992,22747,1259590
django__django-11951,66,19,16255,5863,6463,600,9792,3179,71999
django__django-11964,67,64,110477,22458,24397,1939,86080,16234,911629
django__django-11999,68,61,138409,22333,24233,1900,114176,6974,796841
django__django-12039,69,64,102115,28650,30691,2041,71424,21125,972131
django__django-12050,70,8,2622,2537,2750,213,-128,691,10686
django__django-12125,71,64,162396,28943,30876,1933,131520,10121,947868
django__django-12143,72,42,143248,17273,18448,1175,124800,4111,424912
django__django-12155,73,31,78012,20904,21948,1044,56064,19016,269244
django__django-12193,74,50,29147,26565,28123,1558,1024,19826,637403
django__django-12209,75,35,67049,18621,19945,1324,47104,15887,313193
django__django-12262,76,64,89866,36026,37834,1808,52032,23401,1246986
django__django-12273,77,37,76144,21632,22704,1072,53440,11643,453424
django__django-12276,78,64,88336,24444,26320,1876,62016,18898,812240
django__django-12304,79,48,175407,31459,33007,1548,142400,9279,700719
django__django-12308,80,64,89204,22383,24244,1861,64960,6908,897076
django__django-12325,81,56,74066,22909,24274,1365,49792,12474,733906
django__django-12406,82,64,227877,41756,43621,1865,184256,18277,1542117
django__django-12419,83,40,73214,13230,14590,1360,58624,4221,284862
django__django-12663,84,64,91466,20631,22410,1779,69056,15961,818954
django__django-12708,85,64,103620,21838,23684,1846,79936,11414,729604
django__django-12713,86,18,18382,5490,6094,604,12288,2937,45838
django__django-12741,87,58,109757,16276,18045,1769,91712,4025,406525
django__django-12754,88,64,153817,33002,35161,2159,118656,12974,1085913
django__django-12774,89,64,88539,24422,26395,1973,62144,10168,732315
django__django-12858,90,56,45968,18119,20176,2057,25792,27809,622224
django__django-12965,91,64,145550,26879,28686,1807,116864,11118,988558
django__django-13012,92,56,139983,31571,33231,1660,106752,9871,959247
django__django-13023,93,32,32893,11913,12989,1076,19904,6925,172413
django__django-13028,94,64,104137,36272,37961,1689,66176,14238,880969
django__django-13033,95,46,115802,30860,32410,1550,83392,20541,674202
django__django-13089,96,39,49646,12916,14254,1338,35392,5676,228654
django__django-13109,97,64,192343,28506,30423,1917,161920,9808,980567
django__django-13112,98,28,45071,16233,17039,806,28032,15282,269263
django__django-13121,99,64,95883,28215,30347,2132,65536,18528,938443
django__django-13128,100,12,7500,5127,5516,389,1984,9223,28684
django__django-13158,101,64,89752,27353,29464,2111,60288,26138,982168
django__django-13195,102,16,27727,8662,9039,377,18688,9447,84815
django__django-13212,103,64,132175,23429,25295,1866,106880,11715,951439
django__django-13279,104,28,60422,18111,19078,967,41344,22702,281478
django__django-13297,105,14,17058,12632,13154,522,3904,11718,96226
django__django-13315,106,64,207807,31873,33599,1726,174208,11714,994239
django__django-13343,107,36,112454,16182,17222,1040,95232,10687,342598
django__django-13344,108,19,31342,13418,13934,516,17408,12154,145902
django__django-13346,109,64,52110,28743,30606,1863,21504,17518,995278
django__django-13363,110,53,171618,31769,33698,1929,137920,6684,935202
django__django-13401,111,21,22172,5412,5980,568,16192,3152,68636
django__django-13406,112,64,100900,30862,32996,2134,67904,10879,1128228
django__django-13410,113,13,18383,5088,5455,367,12928,1432,45903
django__django-13417,114,58,54272,21293,22976,1683,31296,9538,672960
django__django-13449,115,64,109780,47489,49300,1811,60480,24277,1405908
django__django-13512,116,37,117237,23635,24821,1186,92416,3446,404149
django__django-13513,117,43,67861,19911,21461,1550,46400,11937,510421
django__django-13516,118,33,47523,11168,12067,899,35456,3954,217571
django__django-13551,119,39,64868,21328,22372,1044,42496,4651,351780
django__django-13568,120,59,256095,38203,39903,1700,216192,8785,1064031
django__django-13569,121,64,108917,24600,26357,1757,82560,13737,855605
django__django-13590,122,27,12994,5160,6018,858,6976,3846,78594
django__django-13658,123,24,37097,10808,11625,817,25472,3992,131369
django__django-13670,124,23,60637,16684,17437,753,43200,3391,214621
django__django-13741,125,41,124222,25458,26686,1228,97536,4862,487486
django__django-13786,126,64,140217,31100,33017,1917,107200,12932,995129
django__django-13794,127,64,81513,25214,27305,2091,54208,16643,811433
django__django-13807,128,64,79463,20528,22439,1911,57024,9828,747239
django__django-13809,129,35,20347,11943,13115,1172,7232,3153,212027
django__django-13810,130,9,13133,6833,7117,284,6016,12050,35789
django__django-13820,131,46,107686,25039,26534,1495,81152,30426,707878
django__django-13821,132,41,95682,21631,22914,1283,72768,3710,476610
django__django-13837,133,18,18403,9543,10083,540,8320,3927,95523
django__django-13925,134,25,63089,13756,14385,629,48704,2774,194033
django__django-13933,135,64,140459,29065,31019,1954,109440,11215,1067243
django__django-13964,136,64,144047,31095,33263,2168,110784,14748,994991
django__django-14007,137,43,50121,9553,10633,1080,39488,3961,214793
django__django-14011,138,14,9569,6470,6881,411,2688,15433,58593
django__django-14017,139,64,75051,21396,23467,2071,51584,16904,752555
django__django-14034,140,4,2957,2945,3085,140,-128,9224,5645
django__django-14053,141,53,159257,29649,31065,1416,128192,28666,873497
django__django-14089,142,14,19427,7767,8227,460,11200,1798,73379
django__django-14122,143,53,55928,22469,23928,1459,32000,27692,686904
django__django-14140,144,45,87646,21494,22750,1256,64896,7404,469214
django__django-14155,145,64,79360,26595,28672,2077,50688,13450,796224
django__django-14170,146,57,156157,24736,26621,1885,129536,18952,697469
django__django-14238,147,64,110880,28824,30816,1992,80064,20089,770464
django__django-14311,148,22,38736,11238,11984,746,26752,4325,162576
django__django-14315,149,15,9364,5052,5588,536,3776,4196,41364
django__django-14349,150,31,21557,19973,20789,816,768,22564,327605
django__django-14351,151,34,79269,16883,18149,1266,61120,19406,349285
django__django-14373,152,10,6953,6633,6953,320,0,1218,47785
django__django-14376,153,41,17266,7342,8434,1092,8832,3958,169010
django__django-14404,154,24,35446,6902,7606,704,27840,12982,103734
django__django-14434,155,64,33508,24600,26532,1932,6976,28729,830180
django__django-14493,156,21,21650,10286,11026,740,10624,4862,100882
django__django-14500,157,12,16228,7997,8292,295,7936,11552,43940
django__django-14534,158,64,72408,25538,27416,1878,44992,21749,903896
django__django-14539,159,13,15047,5450,5831,381,9216,10983,49415
django__django-14559,160,64,131804,24647,26652,2005,105152,5161,775964
django__django-14580,161,20,34978,13639,14242,603,20736,7912,178530
django__django-14608,162,64,207994,26878,28666,1788,179328,6977,950714
django__django-14631,163,64,94243,30058,32291,2233,61952,23246,967971
django__django-14672,164,9,5874,5748,6002,254,-128,773,39666
django__django-14725,165,64,93582,29985,31758,1773,61824,22398,988046
django__django-14752,166,23,47706,16142,16730,588,30976,2558,171354
django__django-14765,167,40,55788,18375,19628,1253,36160,3771,363820
django__django-14771,168,43,42258,11373,12818,1445,29440,16579,308306
django__django-14787,169,23,20837,10000,10853,853,9984,26440,143781
django__django-14792,170,64,93519,33209,35215,2006,58304,24192,1235535
django__django-14855,171,64,315904,31374,33408,2034,282496,5670,1191488
django__django-14915,172,35,42099,18652,19827,1175,22272,4558,248627
django__django-14999,173,58,131533,31525,33357,1832,98176,24029,882701
django__django-15022,174,64,315489,36450,38625,2175,276864,10695,1417057
django__django-15037,175,11,36732,10921,11196,275,25536,10166,55356
django__django-15098,176,64,82806,29391,31094,1703,51712,24344,1014070
django__django-15103,177,39,42982,10166,11238,1072,31744,4131,200166
django__django-15104,178,11,9051,3364,3547,183,5504,2090,25499
django__django-15127,179,40,133854,22478,23710,1232,110144,11188,421790
django__django-15128,180,23,39639,16760,17431,671,22208,14970,200215
django__django-15161,181,64,39532,14327,16236,1909,23296,15643,477036
django__django-15252,182,64,141296,29597,31472,1875,109824,10558,1195248
django__django-15268,183,17,31668,11665,12212,547,19456,8932,131508
django__django-15277,184,45,133899,18199,19531,1332,114368,3750,481867
django__django-15278,185,64,80096,24473,26592,2119,53504,21964,1024352
django__django-15280,186,64,197440,43012,45056,2044,152384,9700,1650688
django__django-15315,187,32,26300,18057,19068,1011,7232,11433,235388
django__django-15368,188,53,84614,27524,29190,1666,55424,11150,810950
django__django-15375,189,64,34481,29158,31217,2059,3264,33609,931185
django__django-15380,190,31,62288,14329,15440,1111,46848,15036,238160
django__django-15382,191,64,163467,23723,25931,2208,137536,7473,793739
django__django-15467,192,57,100136,26954,28904,1950,71232,10069,813672
django__django-15499,193,60,114576,30922,32720,1798,81856,11580,1128336
django__django-15503,194,8,21639,7189,7431,242,14208,16469,39815
django__django-15525,195,5,9556,9568,9684,116,-128,8937,23252
django__django-15554,196,14,30652,10550,11004,454,19648,9279,60860
django__django-15561,197,64,150663,32732,34631,1899,116032,10813,1324551
django__django-15563,198,46,66185,18748,19977,1229,46208,25358,403145
django__django-15569,199,51,80221,16733,18141,1408,62080,14060,387037
django__django-15572,200,60,164884,25501,27348,1847,137536,9945,886100
django__django-15629,201,64,62705,26665,28529,1864,34176,16970,1006705
django__django-15695,202,16,10257,10034,10385,351,-128,16834,85137
django__django-15731,203,44,60018,15989,17394,1405,42624,7472,340658
django__django-15732,204,38,38031,10066,11151,1085,26880,18394,222671
django__django-15741,205,64,100036,19491,21508,2017,78528,11050,692548
django__django-15814,206,54,82469,21904,23653,1749,58816,24639,598309
django__django-15851,207,64,63400,22768,24936,2168,38464,16871,705896
django__django-15863,208,58,118380,32838,34540,1702,83840,20543,745388
django__django-15916,209,64,98988,27825,30060,2235,68928,22189,876844
django__django-15930,210,64,96285,22425,24413,1988,71872,16434,663901
django__django-15957,211,20,19957,5615,6325,710,13632,1580,66613
django__django-15973,212,3,3301,3372,3429,57,-128,840,7845
django__django-15987,213,48,139711,17009,18559,1550,121152,7687,519167
django__django-16032,214,64,93463,25768,27799,2031,65664,19313,1018903
django__django-16082,215,64,144643,42251,43971,1720,100672,18914,1392003
django__django-16100,216,64,220285,38360,39933,1573,180352,10830,1222653
django__django-16116,217,40,51952,11138,12336,1198,39616,12828,273072
django__django-16136,218,64,47925,29406,31477,2071,16448,20086,1024757
django__django-16139,219,51,111587,21218,22883,1665,88704,28167,633059
django__django-16145,220,43,90790,11949,13222,1273,77568,5275,266662
django__django-16255,221,15,16042,11734,12138,404,3904,2104,96170
django__django-16256,222,42,108125,14835,16157,1322,91968,7253,378525
django__django-16263,223,45,218526,59160,60510,1350,158016,10632,1132894
django__django-16315,224,64,82801,19240,21361,2121,61440,15834,794097
django__django-16333,225,64,206559,34470,36447,1977,170112,28577,1207071
django__django-16429,226,55,122157,28782,30445,1663,91712,16071,863533
django__django-16454,227,37,60450,14137,15266,1129,45184,11447,343714
django__django-16485,228,43,37018,18880,20122,1242,16896,29046,386842
django__django-16493,229,64,182347,32679,34699,2020,147648,9972,945163
django__django-16502,230,64,136738,26036,28194,2158,108544,13756,1001634
django__django-16527,231,54,146050,19381,21122,1741,124928,4995,557890
django__django-16560,232,64,218655,37372,39327,1955,179328,15416,1075295
django__django-16569,233,21,22181,8680,9253,573,12928,6366,77221
django__django-16595,234,47,71006,32834,34270,1436,36736,14710,726430
django__django-16612,235,27,23203,7845,8547,702,14656,5485,115619
django__django-16631,236,22,39014,10835,11430,595,27584,22470,157222
django__django-16642,237,33,46703,12883,13999,1116,32704,8211,218927
django__django-16661,238,57,138505,32260,33929,1669,104576,21798,778441
django__django-16662,239,64,129478,26148,28102,1954,101376,15010,912838
django__django-16667,240,33,37459,14120,15123,1003,22336,7006,232403
django__django-16801,241,3,619,667,747,80,-128,266,1515
django__django-16819,242,25,77034,15515,16426,911,60608,2080,207722
django__django-16877,243,44,22195,11193,12595,1402,9600,7847,328499
django__django-16899,244,35,94293,14205,15061,856,79232,4412,256597
django__django-16901,245,64,34989,20693,22829,2136,12160,16028,836909
django__django-16938,246,64,163377,37789,39537,1748,123840,22233,1565489
django__django-16950,247,64,211071,34950,36799,1849,174272,10125,1273215
django__django-17029,248,64,111292,31401,33340,1939,77952,11367,955708
django__django-17084,249,64,91288,26684,28696,2012,62592,16540,920920
django__django-17087,250,64,156993,33066,35265,2199,121728,14783,1221633
django__django-7530,251,33,49988,20622,21572,950,28416,13571,405700
django__django-9296,252,30,128464,23975,24912,937,103552,3212,427472
matplotlib__matplotlib-13989,253,12,7836,7588,7964,376,-128,9923,36764
matplotlib__matplotlib-14623,254,38,56461,12799,13901,1102,42560,20491,263885
matplotlib__matplotlib-20488,255,49,98910,41304,42846,1542,56064,39225,838046
matplotlib__matplotlib-20676,256,64,178433,32881,34817,1936,143616,11506,1065473
matplotlib__matplotlib-20826,257,57,76500,33736,35412,1676,41088,19863,845268
matplotlib__matplotlib-20859,258,64,51993,15860,17625,1765,34368,10549,413145
matplotlib__matplotlib-21568,259,64,185261,31897,33965,2068,151296,14864,1115885
matplotlib__matplotlib-22719,260,39,36476,13869,15164,1295,21312,10562,324284
matplotlib__matplotlib-22865,261,64,97855,34641,36799,2158,61056,31129,1071359
matplotlib__matplotlib-22871,262,35,59331,19887,20995,1108,38336,29831,395139
matplotlib__matplotlib-23299,263,21,15764,14746,15316,570,448,12510,121876
matplotlib__matplotlib-23314,264,30,17395,7922,8883,961,8512,3638,116467
matplotlib__matplotlib-23412,265,51,77662,18609,20318,1709,57344,7343,521694
matplotlib__matplotlib-23476,266,64,36699,17507,19483,1976,17216,26521,674523
matplotlib__matplotlib-24026,267,31,39853,13157,14125,968,25728,9999,191789
matplotlib__matplotlib-24149,268,13,10736,5496,5936,440,4800,2582,44912
matplotlib__matplotlib-24177,269,62,123332,35791,37700,1909,85632,20326,1218436
matplotlib__matplotlib-24570,270,13,5336,5145,5464,319,-128,19801,37272
matplotlib__matplotlib-24627,271,24,29056,7474,8128,654,20928,3473,105408
matplotlib__matplotlib-24637,272,39,57781,13451,14773,1322,43008,3858,301877
matplotlib__matplotlib-24870,273,24,27574,13503,14390,887,13184,5520,206646
matplotlib__matplotlib-24970,274,64,29127,13011,15303,2292,13824,30230,458375
matplotlib__matplotlib-25122,275,20,22474,12847,13450,603,9024,4714,125258
matplotlib__matplotlib-25287,276,38,55070,13582,14750,1168,40320,6021,224798
matplotlib__matplotlib-25311,277,64,129895,26547,28455,1908,101440,10977,868327
matplotlib__matplotlib-25332,278,62,116261,26243,28325,2082,87936,14991,844261
matplotlib__matplotlib-25479,279,26,50282,10475,11306,831,38976,17984,184810
matplotlib__matplotlib-25775,280,64,133435,29429,31547,2118,101888,10048,930043
matplotlib__matplotlib-25960,281,40,44915,18484,19571,1087,25344,20838,422323
matplotlib__matplotlib-26113,282,20,33695,9238,10079,841,23616,5810,118047
matplotlib__matplotlib-26208,283,30,42404,17337,18212,875,24192,13110,243492
matplotlib__matplotlib-26291,284,21,22129,13034,13553,519,8576,4225,181297
matplotlib__matplotlib-26342,285,64,60484,18360,20228,1868,40256,10837,656324
matplotlib__matplotlib-26466,286,64,69184,19795,21888,2093,47296,12228,740992
mwaskom__seaborn-3069,287,64,204357,34153,36165,2012,168192,10896,1402693
mwaskom__seaborn-3187,288,64,159300,43007,45060,2053,114240,16084,1533700
pallets__flask-5014,289,52,79453,16125,17693,1568,61760,3902,418589
psf__requests-1142,290,64,134065,22152,24305,2153,109760,17515,859761
psf__requests-1724,291,18,34398,11719,12318,599,22080,3693,160862
psf__requests-1766,292,25,17036,12825,13708,883,3328,2891,134092
psf__requests-1921,293,31,36751,15635,16527,892,20224,14581,236623
psf__requests-2317,294,64,82313,18861,20937,2076,61376,14894,631241
psf__requests-2931,295,57,110947,29774,31587,1813,79360,14796,1002083
psf__requests-5414,296,41,111241,17772,18953,1181,92288,13060,468489
psf__requests-6028,297,47,59212,17970,19468,1498,39744,21986,463116
pydata__xarray-2905,298,64,60787,18311,20275,1964,40512,19381,661811
pydata__xarray-3095,299,64,114265,34146,36057,1911,78208,11532,931801
pydata__xarray-3151,300,31,18394,12118,12762,644,5632,13266,215834
pydata__xarray-3305,301,64,223976,35958,37800,1842,186176,9917,1141800
pydata__xarray-3677,302,39,58761,14814,16073,1259,42688,8884,306825
pydata__xarray-3993,303,64,134633,22031,24233,2202,110400,8153,658089
pydata__xarray-4075,304,23,34712,14191,14808,617,19904,5857,195672
pydata__xarray-4094,305,64,71224,24028,26232,2204,44992,20432,726840
pydata__xarray-4356,306,64,122569,30562,32585,2023,89984,15280,882377
pydata__xarray-4629,307,6,3694,3730,3822,92,-128,962,13614
pydata__xarray-4687,308,49,85269,19201,20757,1556,64512,14449,657045
pydata__xarray-4695,309,64,91406,28257,30414,2157,60992,39343,956046
pydata__xarray-4966,310,6,4600,3178,3320,142,1280,1474,13432
pydata__xarray-6461,311,31,65345,13334,14209,875,51136,14431,211521
pydata__xarray-6599,312,64,109208,36406,38424,2018,70784,32155,1120728
pydata__xarray-6721,313,4,3972,4065,4100,35,-128,559,14084
pydata__xarray-6744,314,27,34079,12692,13471,779,20608,17160,187807
pydata__xarray-6938,315,58,94109,23179,24861,1682,69248,19167,701213
pydata__xarray-6992,316,64,19025,12828,14609,1781,4416,18852,433425
pydata__xarray-7229,317,32,82534,20848,21798,950,60736,13574,364070
pydata__xarray-7233,318,60,76929,28606,30529,1923,46400,17475,793473
pydata__xarray-7393,319,42,85604,14162,15588,1426,70016,10081,334628
pylint-dev__pylint-4551,320,64,147223,28098,30231,2133,116992,13085,1139223
pylint-dev__pylint-4604,321,36,44347,12263,13499,1236,30848,6468,258683
pylint-dev__pylint-4661,322,9,12629,4557,4757,200,7872,2460,27541
pylint-dev__pylint-4970,323,14,16847,9552,10063,511,6784,10873,82575
pylint-dev__pylint-6386,324,64,98800,23472,25456,1984,73344,18818,983920
pylint-dev__pylint-6528,325,32,117016,19858,20824,966,96192,7295,355352
pylint-dev__pylint-6903,326,27,34886,10770,11526,756,23360,6843,161222
pylint-dev__pylint-7080,327,52,148595,33664,34995,1331,113600,29355,1170035
pylint-dev__pylint-7277,328,18,17949,8920,9309,389,8640,4010,116253
pylint-dev__pylint-8898,329,64,177103,30379,32079,1700,145024,13337,1022735
pytest-dev__pytest-10051,330,48,27018,14206,15498,1292,11520,22099,365258
pytest-dev__pytest-10081,331,16,19861,6578,7189,611,12672,4638,75989
pytest-dev__pytest-10356,332,64,137585,56723,58737,2014,78848,30446,2013745
pytest-dev__pytest-5262,333,33,40382,9506,10494,988,29888,8945,179966
pytest-dev__pytest-5631,334,6,4978,4255,4466,211,512,940,20018
pytest-dev__pytest-5787,335,64,138908,43172,45212,2040,93696,22655,1384796
pytest-dev__pytest-5809,336,10,7430,3240,3462,222,3968,737,19078
pytest-dev__pytest-5840,337,29,33060,9839,10660,821,22400,4042,143588
pytest-dev__pytest-6197,338,14,26817,9405,9793,388,17024,16557,83457
pytest-dev__pytest-6202,339,43,61749,13617,15029,1412,46720,3990,312757
pytest-dev__pytest-7205,340,30,60339,14373,15283,910,45056,7499,206387
pytest-dev__pytest-7236,341,30,78847,21407,22527,1120,56320,20662,331071
pytest-dev__pytest-7324,342,15,14778,10689,11130,441,3648,10942,56058
pytest-dev__pytest-7432,343,9,10158,5623,5870,247,4288,14203,31854
pytest-dev__pytest-7490,344,64,106620,32807,35004,2197,71616,13621,1177852
pytest-dev__pytest-7521,345,41,87400,13083,14184,1101,73216,8537,368360
pytest-dev__pytest-7571,346,61,101162,22918,25002,2084,76160,15955,788522
pytest-dev__pytest-7982,347,64,163868,23401,25564,2163,138304,6194,824220
pytest-dev__pytest-8399,348,49,71403,13906,15467,1561,55936,4043,453035
scikit-learn__scikit-learn-10297,349,47,132840,22542,24104,1562,108736,9111,571176
scikit-learn__scikit-learn-10844,350,24,65946,11157,11738,581,54208,6890,150874
scikit-learn__scikit-learn-10908,351,23,27545,6325,7129,804,20416,7506,101145
scikit-learn__scikit-learn-11310,352,64,211741,38493,40541,2048,171200,13972,1402973
scikit-learn__scikit-learn-11578,353,43,162173,25623,27133,1510,135040,8854,662845
scikit-learn__scikit-learn-12585,354,37,50553,13955,15161,1206,35392,8391,248121
scikit-learn__scikit-learn-12682,355,64,139420,26877,29084,2207,110336,8931,1043484
scikit-learn__scikit-learn-12973,356,56,123937,20446,22305,1859,101632,13139,547745
scikit-learn__scikit-learn-13124,357,8,14151,7533,7815,282,6336,9245,38087
scikit-learn__scikit-learn-13135,358,27,85078,14944,15702,758,69376,5058,237270
scikit-learn__scikit-learn-13142,359,57,59916,25390,27340,1950,32576,28608,838156
scikit-learn__scikit-learn-13328,360,57,158486,24959,26710,1751,131776,8493,877654
scikit-learn__scikit-learn-13439,361,26,68288,12847,13696,849,54592,3980,203520
scikit-learn__scikit-learn-13496,362,64,167893,33222,35093,1871,132800,10893,1247701
scikit-learn__scikit-learn-13779,363,3,3494,3277,3366,89,128,8327,4006
scikit-learn__scikit-learn-14053,364,58,89979,30350,31995,1645,57984,20818,820475
scikit-learn__scikit-learn-14087,365,7,5388,5347,5516,169,-128,17591,20876
scikit-learn__scikit-learn-14141,366,11,5143,2870,3159,289,1984,623,17751
scikit-learn__scikit-learn-14496,367,11,7126,4510,4758,248,2368,852,20758
scikit-learn__scikit-learn-14629,368,25,36348,7121,7804,683,28544,4727,109372
scikit-learn__scikit-learn-14710,369,27,52090,17601,18170,569,33920,9361,275642
scikit-learn__scikit-learn-14894,370,38,43741,18959,20061,1102,23680,11981,335197
scikit-learn__scikit-learn-14983,371,21,13726,5841,6430,589,7296,3721,78558
scikit-learn__scikit-learn-15100,372,15,7069,6709,7197,488,-128,3323,42653
scikit-learn__scikit-learn-25102,373,64,146435,54579,56643,2064,89792,37627,2079363
scikit-learn__scikit-learn-25232,374,30,56204,11030,12044,1014,44160,4497,226892
scikit-learn__scikit-learn-25747,375,41,138045,40437,41661,1224,96384,12890,810685
scikit-learn__scikit-learn-25931,376,64,41999,21073,23055,1982,18944,36777,684047
scikit-learn__scikit-learn-25973,377,9,26184,9559,9800,241,16384,9543,45128
scikit-learn__scikit-learn-26194,378,27,12946,12295,13074,779,-128,29048,184018
scikit-learn__scikit-learn-26323,379,22,16552,9533,10216,683,6336,4679,130216
scikit-learn__scikit-learn-9288,380,49,113334,29140,30518,1378,82816,17061,783606
sphinx-doc__sphinx-10323,381,3,4723,3875,3955,80,768,4252,5939
sphinx-doc__sphinx-10435,382,30,44428,10361,11212,851,33216,13088,147084
sphinx-doc__sphinx-10449,383,25,23822,9252,9934,682,13888,17423,146126
sphinx-doc__sphinx-10466,384,12,13799,13492,13927,435,-128,10650,85543
sphinx-doc__sphinx-10614,385,64,103457,40733,42529,1796,60928,32949,1236961
sphinx-doc__sphinx-10673,386,31,75858,13767,14674,907,61184,4309,296018
sphinx-doc__sphinx-11445,387,64,59982,16845,18574,1729,41408,16240,575822
sphinx-doc__sphinx-11510,388,27,35743,17515,18271,756,17472,17076,264223
sphinx-doc__sphinx-7440,389,10,4111,2133,2383,250,1728,851,15951
sphinx-doc__sphinx-7454,390,64,149466,25412,27546,2134,121920,12416,948250
sphinx-doc__sphinx-7462,391,39,36189,19016,20125,1109,16064,27732,352541
sphinx-doc__sphinx-7590,392,37,45151,14200,15327,1127,29824,10874,263327
sphinx-doc__sphinx-7748,393,34,53910,10425,11606,1181,42304,7396,156758
sphinx-doc__sphinx-7757,394,60,146402,38985,40738,1753,105664,13760,1178082
sphinx-doc__sphinx-7889,395,64,65559,21575,23703,2128,41856,14040,653335
sphinx-doc__sphinx-7910,396,64,60905,30462,32425,1963,28480,24666,991145
sphinx-doc__sphinx-7985,397,31,32889,13791,14969,1178,17920,21681,273465
