instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
sphinx-doc__sphinx-8035,398,64,80776,18675,20872,2197,59904,13670,668552
sphinx-doc__sphinx-8056,399,34,94727,16311,17159,848,77568,17152,344199
sphinx-doc__sphinx-8120,400,20,36622,11984,12494,510,24128,21203,156238
sphinx-doc__sphinx-8265,401,31,69421,34658,35693,1035,33728,12467,443181
sphinx-doc__sphinx-8269,402,63,109540,21803,23652,1849,85888,15104,685796
sphinx-doc__sphinx-8459,403,48,122925,30935,32365,1430,90560,24458,806125
sphinx-doc__sphinx-8475,404,37,152308,27122,28468,1346,123840,7286,551540
sphinx-doc__sphinx-8548,405,64,105291,37892,39819,1927,65472,15557,1364299
sphinx-doc__sphinx-8551,406,64,98473,28293,30249,1956,68224,17046,1028329
sphinx-doc__sphinx-8593,407,25,15660,4475,5100,625,10560,2237,69996
sphinx-doc__sphinx-8595,408,64,66384,28092,30160,2068,36224,19811,667216
sphinx-doc__sphinx-8621,409,64,158307,51817,53475,1658,104832,23908,1578019
sphinx-doc__sphinx-8638,410,57,53584,24307,26000,1693,27584,12056,725776
sphinx-doc__sphinx-8721,411,64,78391,24473,26295,1822,52096,8093,836983
sphinx-doc__sphinx-9229,412,64,95576,30314,31960,1646,63616,22543,933080
sphinx-doc__sphinx-9230,413,64,344730,42298,44186,1888,300544,11106,1454746
sphinx-doc__sphinx-9258,414,64,256193,29924,31745,1821,224448,13385,1176321
sphinx-doc__sphinx-9281,415,59,113982,26894,28734,1840,85248,8482,862398
sphinx-doc__sphinx-9320,416,11,8563,7920,8243,323,320,10056,59379
sphinx-doc__sphinx-9367,417,14,15573,9334,9749,415,5824,1436,68821
sphinx-doc__sphinx-9461,418,64,61898,19939,21898,1959,40000,13355,654730
sphinx-doc__sphinx-9591,419,64,75649,33219,35073,1854,40576,19677,1121857
sphinx-doc__sphinx-9602,420,55,79030,22804,24374,1570,54656,13315,832054
sphinx-doc__sphinx-9658,421,54,91429,38927,40741,1814,50688,30112,1032549
sphinx-doc__sphinx-9673,422,15,8806,8088,8486,398,320,15662,72550
sphinx-doc__sphinx-9698,423,41,64584,16651,17928,1277,46656,6771,397512
sphinx-doc__sphinx-9711,424,45,48687,16773,18159,1386,30528,6162,317487
sympy__sympy-11618,425,41,57174,16355,17622,1267,39552,11164,324630
sympy__sympy-12096,426,17,12075,4772,5227,455,6848,5166,46891
sympy__sympy-12419,427,18,20206,8314,8814,500,11392,4264,80174
sympy__sympy-12481,428,64,63894,27990,30166,2176,33728,15494,981462
sympy__sympy-12489,429,64,131168,32610,34464,1854,96704,19213,1170272
sympy__sympy-13031,430,64,49464,18882,20728,1846,28736,17239,615736
sympy__sympy-13091,431,32,49190,14547,15654,1107,33536,6953,230438
sympy__sympy-13372,432,40,62906,11710,13050,1340,49856,8279,257530
sympy__sympy-13480,433,21,22156,8651,9356,705,12800,4548,73164
sympy__sympy-13551,434,8,6191,5745,5999,254,192,12483,28399
sympy__sympy-13615,435,26,12039,7735,8583,848,3456,14898,101959
sympy__sympy-13647,436,26,45732,17063,17764,701,27968,19255,227044
sympy__sympy-13757,437,64,81011,19617,21747,2130,59264,20913,583923
sympy__sympy-13798,438,16,11587,4081,4483,402,7104,2670,36483
sympy__sympy-13852,439,23,21162,10510,11306,796,9856,5105,173034
sympy__sympy-13877,440,30,42444,27781,28748,967,13696,20791,355084
sympy__sympy-13878,441,46,82548,16488,17780,1292,64768,7938,451636
sympy__sympy-13974,442,51,51884,24746,26348,1602,25536,32224,698668
sympy__sympy-14248,443,44,69350,14308,15462,1154,53888,9348,354598
sympy__sympy-14531,444,64,82289,32502,34481,1979,47808,17425,873905
sympy__sympy-14711,445,52,133976,24382,26136,1754,107840,22069,602392
sympy__sympy-14976,446,53,72123,20172,21691,1519,50432,9978,669883
sympy__sympy-15017,447,51,44853,13300,14901,1601,29952,10028,319989
sympy__sympy-15345,448,32,23222,5877,6838,961,16384,17056,114422
sympy__sympy-15349,449,8,6599,3348,3527,179,3072,3586,18567
sympy__sympy-15599,450,43,94915,25013,26499,1486,68416,29192,609155
sympy__sympy-15809,451,29,38150,10512,11270,758,26880,5738,164294
sympy__sympy-15875,452,64,42296,16435,18488,2053,23808,36186,491384
sympy__sympy-15976,453,64,77681,27569,29553,1984,48128,24919,932209
sympy__sympy-16450,454,64,41516,19943,22060,2117,19456,14909,643692
sympy__sympy-16597,455,64,84981,14691,16629,1938,68352,16878,578357
sympy__sympy-16766,456,58,98500,17248,19140,1892,79360,7498,562628
sympy__sympy-16792,457,64,147683,31120,32995,1875,114688,19170,1245219
sympy__sympy-16886,458,27,19735,5639,6167,528,13568,2733,73623
sympy__sympy-17139,459,64,63928,19321,21432,2111,42496,13686,571000
sympy__sympy-17318,460,64,63967,16638,18591,1953,45376,14507,538591
sympy__sympy-17630,461,36,51784,13733,14856,1123,36928,9542,309128
sympy__sympy-17655,462,42,69614,11497,12590,1093,57024,10892,310254
sympy__sympy-18189,463,64,72021,18623,21013,2390,51008,21274,683029
sympy__sympy-18199,464,64,65875,26506,28371,1865,37504,19334,821907
sympy__sympy-18211,465,24,11565,5050,5805,755,5760,3229,66925
sympy__sympy-18698,466,14,20095,10216,10623,407,9472,3863,98559
sympy__sympy-18763,467,64,147919,17148,18895,1747,129024,12257,621647
sympy__sympy-19040,468,62,105049,25874,27865,1991,77184,12691,799321
sympy__sympy-19346,469,64,115780,23098,25156,2058,90624,14286,817668
sympy__sympy-19495,470,10,8517,8351,8645,294,-128,9477,53829
sympy__sympy-19637,471,26,27746,7830,8610,780,19136,6516,125218
sympy__sympy-19783,472,64,102401,25302,27329,2027,75072,14847,793921
sympy__sympy-19954,473,57,30510,18786,20462,1676,10048,26423,558638
sympy__sympy-20154,474,40,47702,16734,17942,1208,29760,7083,332502
sympy__sympy-20428,475,64,89264,16310,18352,2042,70912,18918,595312
sympy__sympy-20438,476,64,88768,21097,23040,1943,65728,19045,780288
sympy__sympy-20590,477,51,99876,16389,18084,1695,81792,8230,455012
sympy__sympy-20801,478,57,47065,16612,18393,1781,28672,26281,494873
sympy__sympy-20916,479,60,46393,12777,14841,2064,31552,7768,494905
sympy__sympy-21379,480,57,69861,21362,23141,1779,46720,19767,595045
sympy__sympy-21596,481,50,54220,21975,23692,1717,30528,30313,622668
sympy__sympy-21612,482,28,24090,15561,16410,849,7680,26309,227482
sympy__sympy-21847,483,50,33517,31666,33197,1531,320,25952,879149
sympy__sympy-21930,484,48,74452,13253,14676,1423,59776,8567,327060
sympy__sympy-22080,485,55,133739,21417,23147,1730,110592,26966,658475
sympy__sympy-22456,486,64,83621,19340,21157,1817,62464,15520,618469
sympy__sympy-22714,487,55,138408,33454,34856,1402,103552,13953,1020264
sympy__sympy-22914,488,42,104409,14120,15321,1201,89088,5288,360793
sympy__sympy-23262,489,40,38516,11680,12916,1236,25600,6873,227828
sympy__sympy-23413,490,7,7850,6313,6506,193,1344,11247,26026
sympy__sympy-23534,491,61,66154,20718,22506,1788,43648,21019,605482
sympy__sympy-23824,492,20,26397,7899,8605,706,17792,3710,105629
sympy__sympy-23950,493,64,45550,10831,13038,2207,32512,18141,363374
sympy__sympy-24066,494,41,82872,16538,17912,1374,64960,26064,418168
sympy__sympy-24213,495,32,36249,10270,11225,955,25024,7595,215897
sympy__sympy-24443,496,64,51092,27782,29716,1934,21376,31047,842708
sympy__sympy-24539,497,64,60038,19416,21382,1966,38656,17168,630534
sympy__sympy-24562,498,21,18303,4993,5567,574,12736,8942,61695
sympy__sympy-24661,499,13,7997,3602,4029,427,3968,1438,29821
